student_id,weak_kcs,n_weak,weakest_5,related_kcs
user12183,Knapsack;hashing,2,hashing;Knapsack;geometry;Distance Between Points;Expected Value,2D DP;Hash Map;strings
user12184,2D DP;Bitmask DP;Bitmask Enumeration;Graph Representation;Knapsack;bitmasks;divide and conquer;dp;graphs;shortest paths;trees,11,Bitmask DP;shortest paths;Graph Representation;divide and conquer;Bitmask Enumeration,1D DP;Recursion;brute force;data structures;math
user12198,DP on DAG;Expected Value;Priority Queue;State Simulation;String Matching;Tree DFS;divide and conquer;graphs;trees;two pointers,10,divide and conquer;DP on DAG;State Simulation;trees;two pointers,DFS;Queue;Recursion;Stack;Topological Sort;combinatorics;data structures;dp
user12215,Distance Between Points;geometry,2,geometry;Distance Between Points;Line Intersection;Polygon Area;divide and conquer,math
user12216,,0,shortest paths;binary search;graphs;two pointers;Sliding Window,
user12226,,0,graph matchings;dsu;Bitmask Enumeration;games;geometry,
user12228,1D DP;Binary Search on Answer;Edit Distance;Fast Exponentiation;Floyd-Warshall;Hash Map;Knapsack;Lazy Segment Tree;Longest Increasing Subsequence;Max Flow;Ordered Set;Segment Tree;Simulation;Stack;Tree DP;Two Pointers on Sorted Array;binary search;data structures;dp;dsu;flows;graph matchings;interactive;matrices;shortest paths;two pointers,26,Fast Exponentiation;Lazy Segment Tree;Edit Distance;Floyd-Warshall;Ordered Set,2D DP;Binary Search on Array;Longest Common Subsequence;Modular Arithmetic;Priority Queue;Queue;Recursion;Tree DFS;brute force;graphs;math;sortings
user12231,2D DP;Binary Search on Array;Dijkstra;GCD;KMP;Modular Arithmetic;Prime Sieve;Sliding Window;binary search;brute force;chinese remainder theorem;data structures;divide and conquer;dsu;games;interactive;math;number theory;probabilities;shortest paths;strings;trees;two pointers,23,Binary Search on Array;number theory;GCD;chinese remainder theorem;binary search,1D DP;Graph Representation;Modular Inverse;Prefix Function;Priority Queue;Queue;Simulation;Stack;String Matching;combinatorics;dp;graphs;implementation;sortings
user12246,Monotonic Stack;Prefix Sum;Prime Factorization;Prime Sieve,4,Prime Factorization;Prime Sieve;Prefix Sum;Monotonic Stack;Tree DP,Stack;math
user12255,,0,geometry;Max Flow;Distance Between Points;flows;graphs,
user12264,Conditional Probability;DFS;Hash Map;Prime Sieve;Sliding Window;Stack;graph matchings;probabilities,8,Prime Sieve;Sliding Window;Conditional Probability;Stack;Hash Map,Expected Value;Graph Representation;combinatorics;data structures;math;sortings
user12266,Hash Map;Ordered Set;Prime Factorization;Prime Sieve;interactive,5,Prime Factorization;Prime Sieve;Ordered Set;interactive;Hash Map,Simulation;data structures;math
user12277,Binary Search on Array;geometry,2,Binary Search on Array;geometry;Distance Between Points;sortings;math,sortings
user12289,2D DP,1,2D DP;shortest paths;Graph Representation;BFS;flows,1D DP
user1229,Dijkstra;Tree DP;flows;graph matchings;string suffix structures,5,Tree DP;graph matchings;flows;string suffix structures;Dijkstra,Graph Representation;Priority Queue;Tree DFS;binary search;dp;graphs;shortest paths;sortings;strings
user12299,Dijkstra;String Matching;Suffix Automaton;Tree DP;data structures;games;geometry;graphs;hashing;interactive;shortest paths;string suffix structures;strings;trees,14,hashing;Suffix Automaton;shortest paths;Dijkstra;String Matching,Graph Representation;Hash Map;Priority Queue;Simulation;Tree DFS;Z Algorithm;binary search;combinatorics;dp;math;sortings
user12323,2D DP;Binary Search on Answer;Binary Search on Array;Line Intersection;flows;geometry,6,geometry;Line Intersection;Binary Search on Array;2D DP;flows,1D DP;Distance Between Points;Orientation Test;graphs;shortest paths;sortings
user12324,Binary Search on Answer;Binary Search on Array;Bipartite Graph Check;Distance Between Points;divide and conquer;flows;geometry;graph matchings,8,geometry;divide and conquer;Distance Between Points;Binary Search on Array;flows,BFS;DFS;dp;graphs;math;shortest paths;sortings
user12336,2D DP;Binary Search on Answer;Orientation Test;flows;geometry;graph matchings,6,graph matchings;flows;geometry;Orientation Test;Binary Search on Answer,1D DP;Binary Search on Array;Distance Between Points;graphs;shortest paths
user12338,Ordered Set;geometry;graph matchings,3,graph matchings;Ordered Set;geometry;Hash Map;divide and conquer,data structures
user12346,BFS;Binary Search on Answer;Combinations;Expected Value;Ordered Set;geometry;probabilities,7,geometry;probabilities;Ordered Set;Binary Search on Answer;Expected Value,Binary Search on Array;Graph Representation;combinatorics;data structures;math
user1239,Segment Tree;Stack;binary search;data structures;shortest paths;trees;two pointers,7,shortest paths;two pointers;Segment Tree;data structures;trees,Recursion;graphs;sortings
user12393,2D DP;Fast Exponentiation;State Simulation;divide and conquer;geometry;graph matchings;hashing;interactive,8,interactive;State Simulation;geometry;2D DP;divide and conquer,1D DP;Hash Map;Recursion;Simulation;dp;graphs;math;strings
user12399,Segment Tree;dsu;games;geometry;graph matchings,5,games;geometry;graph matchings;Segment Tree;dsu,Queue;Recursion;Stack;combinatorics;data structures;math
user12412,Segment Tree;geometry;graph matchings,3,graph matchings;Segment Tree;geometry;Min Cut;Orientation Test,Recursion;data structures
user12415,flows;graphs,2,flows;graphs;geometry;trees;1D DP,shortest paths
user12416,1D DP;DFS;Distance Between Points;Orientation Test;Stack;bitmasks;dp;games;geometry;graphs;trees,11,trees;Distance Between Points;geometry;Orientation Test;graphs,Graph Representation;Recursion;brute force;combinatorics;data structures;math
user1242,Interval DP;geometry,2,Interval DP;geometry;2-sat;Max Flow;Distance Between Points,2D DP
user12422,Backtracking;Bellman-Ford;Binary Search on Array;Bitmask DP;Brute Force Enumeration;DP on DAG;Graph Representation;Line Intersection;Lowest Common Ancestor;Modular Inverse;Prime Factorization;Prime Sieve;Queue;Segment Tree;Stack;Tree DFS;Tree DP;binary search;brute force;data structures;dp;dsu;flows;games;geometry;graph matchings;graphs;math;number theory;shortest paths;sortings;trees,32,geometry;Prime Sieve;Segment Tree;Line Intersection;Stack,1D DP;DFS;Distance Between Points;Modular Arithmetic;Orientation Test;Recursion;Topological Sort;bitmasks;combinatorics;implementation
user12423,2-sat;Convex Hull;Distance Between Points;Line Intersection;Max Flow;Orientation Test;Polygon Area;Priority Queue;geometry;graph matchings,10,Distance Between Points;geometry;Line Intersection;Orientation Test;Polygon Area,Queue;Stack;Strongly Connected Components;graphs;math;sortings
user12428,1D DP;Fenwick Tree;Line Intersection;Queue;String Matching;data structures;flows;geometry;hashing;interactive;string suffix structures;trees,12,geometry;Line Intersection;Fenwick Tree;Queue;hashing,Distance Between Points;Hash Map;Orientation Test;Recursion;Simulation;Stack;binary search;graphs;shortest paths;sortings;strings
user12434,Bipartite Graph Check;Connected Components,2,Bipartite Graph Check;Connected Components;graph matchings;matrices;flows,BFS;DFS
user12440,Difference Array;Fast Exponentiation;Lazy Segment Tree;Monotonic Stack;Sqrt Decomposition;shortest paths,6,Monotonic Stack;Fast Exponentiation;Difference Array;Sqrt Decomposition;Lazy Segment Tree,Segment Tree;Sliding Window;Stack;graphs;math
user12443,Distance Between Points;Hash Map;Trie;flows;geometry;graph matchings;shortest paths,7,geometry;Distance Between Points;Trie;flows;graph matchings,String Matching;data structures;graphs;math
user12459,Binary Search on Array;Conditional Probability;Fenwick Tree;Hash Map;Recursion;Sliding Window;Suffix Array;Tree DP;flows;geometry;graph matchings;interactive;string suffix structures,13,string suffix structures;Suffix Array;Hash Map;graph matchings;Fenwick Tree,Expected Value;Simulation;String Matching;Tree DFS;binary search;combinatorics;data structures;dp;graphs;shortest paths;sortings;strings
user12469,,0,data structures;hashing;combinatorics;Tree Diameter;two pointers,
user12479,2D DP;Binary Lifting;Bitmask DP;DP on DAG;Digit DP;Distance Between Points;Edit Distance;Fenwick Tree;Hash Map;Interval DP;Knapsack;Longest Common Subsequence;Meet-in-the-middle;Mo's Algorithm;Multiset;Ordered Set;Recursion;Segment Tree;Sliding Window;Tree DP;divide and conquer;fft;geometry;graph matchings;hashing;shortest paths;string suffix structures;trees,28,divide and conquer;Multiset;fft;Meet-in-the-middle;Hash Map,1D DP;Sparse Table;Sqrt Decomposition;Topological Sort;Tree DFS;binary search;bitmasks;brute force;data structures;dp;graphs;math;sortings;strings
user12484,Dijkstra;Hash Map;graph matchings;shortest paths,4,Dijkstra;shortest paths;graph matchings;Hash Map;Max Flow,Graph Representation;Priority Queue;data structures;graphs
user12487,Max Flow;geometry;graph matchings,3,geometry;graph matchings;Max Flow;Distance Between Points;Orientation Test,Priority Queue;graphs
user12498,2D DP;Convex Hull;Distance Between Points;Interval DP;Segment Tree;geometry,6,Distance Between Points;geometry;Interval DP;2D DP;Segment Tree,1D DP;Orientation Test;Recursion;data structures;math;sortings
user12520,,0,graph matchings;Tree DP;Monotonic Stack;Digit DP;Binary Lifting,
user12527,hashing;string suffix structures;trees,3,hashing;trees;string suffix structures;geometry;2D DP,Hash Map;binary search;data structures;graphs;sortings;strings
user12538,Graph Representation;graph matchings,2,graph matchings;Graph Representation;geometry;BFS;flows,
user12546,BFS;Binary Search on Array;DFS;Fast Exponentiation;Fenwick Tree;GCD;Lazy Segment Tree;Prefix Sum;Sparse Table;Tree DFS;binary search;combinatorics;data structures;divide and conquer;dp;graphs;math;matrices;number theory;shortest paths;string suffix structures;strings;ternary search;trees,24,shortest paths;Fenwick Tree;Fast Exponentiation;Prefix Sum;matrices,1D DP;Binary Search on Answer;Graph Representation;Modular Arithmetic;Recursion;Segment Tree;Stack;brute force;sortings
user12548,2D DP;Backtracking;Binary Search on Array;Bipartite Graph Check;Cycle Detection;DP on DAG;Dijkstra;Divisors;Greedy Sorting;Hash Map;Interval Scheduling;Max Flow;Prime Factorization;Topological Sort;Tree DFS;Tree DP;binary search;data structures;dsu;flows;graphs;hashing;shortest paths;sortings;trees,25,Binary Search on Array;Interval Scheduling;DP on DAG;Topological Sort;graphs,1D DP;BFS;Connected Components;DFS;GCD;Graph Representation;Prime Sieve;Priority Queue;Queue;Recursion;Stack;dp;strings
user12549,Max Flow;String Matching;Suffix Automaton;brute force;hashing;number theory;string suffix structures;strings,8,hashing;string suffix structures;strings;Suffix Automaton;number theory,Hash Map;Priority Queue;Z Algorithm;binary search;data structures;graphs;implementation;math;sortings
user12586,Expected Value;Fast Exponentiation;Graph Representation;State Simulation;graphs;interactive;probabilities;trees,8,Fast Exponentiation;Graph Representation;probabilities;graphs;State Simulation,Recursion;Simulation;combinatorics;data structures;math
user1259,Bitmask Enumeration;bitmasks;divide and conquer;graphs;math;shortest paths,6,Bitmask Enumeration;bitmasks;math;shortest paths;graphs,brute force;dp
user12592,DFS;Interval Scheduling;Prime Sieve;Priority Queue;Segment Tree;Tree DFS;Trie;data structures;divide and conquer;geometry;graphs;number theory;shortest paths;string suffix structures;trees,15,string suffix structures;divide and conquer;Priority Queue;Prime Sieve;Trie,Graph Representation;Queue;Recursion;Stack;String Matching;binary search;dp;math;sortings;strings
user12594,Bitmask DP;DP on DAG;dp;graphs,4,Bitmask DP;DP on DAG;dp;graphs;flows,1D DP;Recursion;Topological Sort;bitmasks;brute force;data structures
user12599,2D DP;Binary Search on Answer;Bitmask Enumeration;Prime Sieve;binary search;bitmasks;brute force;combinatorics;data structures;number theory;trees,11,2D DP;binary search;Prime Sieve;Bitmask Enumeration;bitmasks,1D DP;Binary Search on Array;graphs;implementation;math;sortings
user12601,Dijkstra;Queue;dsu;flows;geometry;graph matchings,6,graph matchings;geometry;Queue;dsu;flows,Graph Representation;Priority Queue;Stack;graphs;shortest paths
user12604,DP on DAG;Topological Sort;flows,3,DP on DAG;Topological Sort;flows;ternary search;Ordered Set,Connected Components;DFS;dp;graphs;shortest paths
user12618,Edit Distance;Graph Representation;Ordered Set;chinese remainder theorem;flows;games;geometry;graph matchings;shortest paths,9,graph matchings;chinese remainder theorem;Edit Distance;games;Graph Representation,2D DP;Longest Common Subsequence;Modular Arithmetic;Modular Inverse;combinatorics;data structures;graphs;math
user12625,Activity Selection;Binary Search on Array;Max Flow;Permutations;Prefix Sum;Segment Tree;binary search;data structures;divide and conquer;flows;graphs;sortings;two pointers,13,divide and conquer;flows;Max Flow;Permutations;data structures,Priority Queue;Recursion;Stack;dp;math;shortest paths
user12643,Binary Search on Answer;Hash Map;Prefix Sum;Queue;Segment Tree;binary search;bitmasks;data structures;divide and conquer;dsu;flows;games;geometry;shortest paths,14,Hash Map;Queue;Segment Tree;geometry;divide and conquer,Binary Search on Array;Recursion;Stack;brute force;combinatorics;dp;graphs;math;sortings
user12647,2D DP;Backtracking;Distance Between Points;Longest Increasing Subsequence;Monotonic Stack;Recursion;Segment Tree;State Simulation;geometry,9,Distance Between Points;Recursion;geometry;Longest Increasing Subsequence;State Simulation,1D DP;Stack;data structures;math
user12663,Monotonic Stack;Tree DP;data structures;hashing;trees,5,Monotonic Stack;Tree DP;data structures;trees;hashing,Hash Map;Stack;Tree DFS;dp;graphs;strings
user12671,2D DP;Line Intersection;Polygon Area;Segment Tree;Tree DFS;geometry;graph matchings;interactive;probabilities;shortest paths,10,Polygon Area;Line Intersection;geometry;probabilities;2D DP,1D DP;DFS;Distance Between Points;Orientation Test;Recursion;Simulation;combinatorics;data structures;graphs
user12672,Connected Components;Digit DP;Fenwick Tree;dsu;graphs;string suffix structures,6,Fenwick Tree;Digit DP;dsu;Connected Components;graphs,1D DP;BFS;DFS;Queue;Stack;binary search;data structures;sortings;strings
user1268,Bitmask DP;Max Flow;Tree DP;bitmasks;flows;graph matchings,6,Tree DP;Bitmask DP;Max Flow;graph matchings;flows,1D DP;Priority Queue;Tree DFS;brute force;dp;graphs;math;shortest paths
user12686,2-sat;geometry;shortest paths,3,shortest paths;2-sat;geometry;Distance Between Points;flows,Strongly Connected Components;graphs
user12689,,0,Polygon Area;geometry;flows;divide and conquer;Modular Arithmetic,
user12697,2-sat;Dijkstra;graph matchings,3,Dijkstra;graph matchings;2-sat;flows;interactive,Graph Representation;Priority Queue;Strongly Connected Components
user12701,2D DP;BFS;Binary Search on Array;Digit DP;Longest Common Subsequence;Orientation Test;Tree DFS;Tree DP;binary search;chinese remainder theorem;divide and conquer;dp;flows;games;geometry;graph matchings;graphs;matrices;number theory;probabilities;shortest paths;trees;two pointers,23,geometry;Orientation Test;2D DP;Tree DP;Digit DP,1D DP;DFS;Distance Between Points;Graph Representation;Modular Arithmetic;Modular Inverse;Recursion;brute force;combinatorics;data structures;math;sortings
user12709,Lowest Common Ancestor;games;graph matchings,3,graph matchings;Lowest Common Ancestor;games;Polygon Area;geometry,Tree DFS;combinatorics;math
user12712,DFS;Dijkstra;Fenwick Tree;State Simulation;dsu;shortest paths;string suffix structures,7,Fenwick Tree;dsu;DFS;shortest paths;Dijkstra,Graph Representation;Priority Queue;Queue;Recursion;Stack;binary search;data structures;graphs;sortings;strings
user12720,Binary Search on Answer;Binary Search on Array;Distance Between Points;Greedy Sorting;Two Pointers on Sorted Array;combinatorics;flows;geometry;graphs,9,geometry;Distance Between Points;Greedy Sorting;Binary Search on Answer;combinatorics,math;shortest paths;sortings
user12730,Segment Tree;Tree DFS,2,Tree DFS;Segment Tree;Interval DP;hashing;strings,DFS;Recursion;data structures
user12739,Tree DP;geometry,2,geometry;Tree DP;flows;graph matchings;2D DP,Tree DFS;dp
user12744,,0,Ordered Set;geometry;flows;hashing;interactive,
user12745,brute force;sortings,2,brute force;sortings;bitmasks;Bitmask Enumeration;graphs,implementation;math
user1275,flows;geometry,2,geometry;flows;Bipartite Graph Check;Modular Combinations;Bitmask DP,graphs;shortest paths
user12761,Convex Hull;Distance Between Points;Orientation Test;geometry,4,geometry;Orientation Test;Convex Hull;Distance Between Points;Polygon Area,math;sortings
user12767,Tree DP;dp;games;graphs;number theory;trees,6,Tree DP;dp;graphs;trees;number theory,Recursion;Tree DFS;brute force;combinatorics;data structures;math
user12776,Bitmask Enumeration;Distance Between Points;Ordered Set;Tree DFS;Tree DP;flows;geometry;graph matchings;hashing,9,Tree DP;Ordered Set;graph matchings;Tree DFS;Distance Between Points,DFS;Hash Map;data structures;dp;graphs;math;shortest paths;strings
user12798,Binary Search on Array;Segment Tree;Sliding Window;binary search;combinatorics;data structures;graphs;trees;two pointers,9,data structures;Sliding Window;Segment Tree;two pointers;binary search,Recursion;math;sortings
user12831,2D DP;Bitmask DP;Hash Map;Line Intersection;Max Flow;Polygon Area;Sliding Window;dsu;geometry;graph matchings,10,2D DP;Bitmask DP;graph matchings;Max Flow;Polygon Area,1D DP;Distance Between Points;Orientation Test;Priority Queue;Queue;Stack;bitmasks;data structures;graphs;sortings
user12834,String Matching;Suffix Automaton;Tree DP;binary search;brute force;hashing;string suffix structures;strings;two pointers,9,hashing;strings;string suffix structures;String Matching;Suffix Automaton,Hash Map;Tree DFS;Z Algorithm;data structures;dp;implementation;math;sortings
user12842,Bitmask DP;Fenwick Tree;Line Intersection;Segment Tree;flows;geometry;graph matchings,7,Line Intersection;graph matchings;Fenwick Tree;geometry;Segment Tree,1D DP;Distance Between Points;Orientation Test;Recursion;bitmasks;data structures;graphs;shortest paths;sortings
user12844,BFS;Max Flow;geometry;string suffix structures,4,geometry;Max Flow;string suffix structures;BFS;Line Intersection,Graph Representation;Priority Queue;binary search;graphs;sortings;strings
user12852,Connected Components;DFS;Digit DP;Tree DFS;divide and conquer;graph matchings;graphs;trees;two pointers,9,graph matchings;trees;divide and conquer;graphs;DFS,1D DP;BFS;Graph Representation;data structures;dp
user12856,Binary Search on Answer;Expected Value;Max Flow;flows;geometry;graph matchings,6,Expected Value;graph matchings;flows;geometry;Max Flow,Binary Search on Array;Priority Queue;combinatorics;graphs;shortest paths
user1286,Combinations;Fast Exponentiation;GCD;Modular Arithmetic;bitmasks;brute force;combinatorics;divide and conquer;graphs;hashing;strings;trees,12,divide and conquer;hashing;Fast Exponentiation;Combinations;bitmasks,Hash Map;data structures;dp;implementation;math
user12860,2D DP;BFS;Binary Search on Answer;Binary Search on Array;Bitmask DP;Bitmask Enumeration;Brute Force Enumeration;DFS;Digit DP;Hash Map;Interval DP;Knapsack;Longest Increasing Subsequence;Meet-in-the-middle;String Matching;Two Pointers on Sorted Array;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;fft;graphs;hashing;string suffix structures;trees;two pointers,29,string suffix structures;data structures;hashing;String Matching;bitmasks,1D DP;Graph Representation;Recursion;implementation;math;sortings;strings
user12867,Backtracking;Distance Between Points;Longest Common Subsequence;combinatorics;flows;interactive;matrices;number theory;probabilities,9,number theory;probabilities;matrices;Longest Common Subsequence;combinatorics,1D DP;Modular Arithmetic;Recursion;Simulation;graphs;math;shortest paths
user12878,2-sat;Hash Map;Max Flow;flows;geometry;graph matchings,6,Max Flow;flows;graph matchings;geometry;Hash Map,Priority Queue;Strongly Connected Components;data structures;graphs;shortest paths
user12881,2D DP;Longest Increasing Subsequence;Permutations;String Matching;Suffix Automaton;binary search;divide and conquer;dp;hashing;string suffix structures,10,Longest Increasing Subsequence;divide and conquer;2D DP;String Matching;Suffix Automaton,1D DP;Hash Map;Recursion;Z Algorithm;brute force;data structures;graphs;math;sortings;strings
user12889,Bipartite Graph Check;DFS;Distance Between Points;Edit Distance;Prime Sieve;Tree DFS;divide and conquer;dsu;geometry;graph matchings;graphs;trees,12,dsu;geometry;Distance Between Points;Edit Distance;Tree DFS,2D DP;BFS;Graph Representation;Longest Common Subsequence;Queue;Stack;data structures;dp;math
user12891,2D DP;Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Brute Force Enumeration;Coordinate Compression;DP on DAG;Expected Value;Hash Map;Monotonic Stack;Ordered Set;Permutations;Prefix Sum;Prime Sieve;binary search;bitmasks;brute force;combinatorics;data structures;dp;dsu;games;graphs;interactive;number theory;probabilities;shortest paths;string suffix structures;trees;two pointers,30,Bitmask Enumeration;interactive;probabilities;2D DP;Ordered Set,1D DP;Queue;Recursion;Simulation;Stack;Topological Sort;implementation;math;sortings;strings
user12892,2-sat;2D DP;Backtracking;Binary Search on Answer;Binary Search on Array;DP on DAG;Distance Between Points;Topological Sort;Two Pointers on Sorted Array;binary search;geometry;graph matchings;probabilities;two pointers,14,geometry;Distance Between Points;2D DP;probabilities;DP on DAG,1D DP;Connected Components;DFS;Recursion;Strongly Connected Components;combinatorics;data structures;dp;math;sortings
user12898,Binary Search on Answer;Binary Search on Array;Custom Comparator Sorting;DP on DAG;Dijkstra;Divisors;Hash Map;Prime Factorization;String Matching;Topological Sort;binary search;dsu;graphs;hashing;shortest paths;string suffix structures;strings;trees;two pointers,19,shortest paths;Dijkstra;Prime Factorization;string suffix structures;DP on DAG,Connected Components;DFS;GCD;Graph Representation;Prime Sieve;Priority Queue;Queue;Stack;data structures;dp;sortings
user1290,Bitmask Enumeration;Dijkstra;Fenwick Tree;Graph Representation;Hash Map;Interval DP;Polygon Area;flows;geometry,9,Fenwick Tree;Interval DP;Graph Representation;Dijkstra;geometry,2D DP;Distance Between Points;Priority Queue;data structures;graphs;math;shortest paths;sortings
user12900,Bitmask DP;Fenwick Tree;Priority Queue;Queue;binary search;data structures;graph matchings;graphs;two pointers,9,Priority Queue;Bitmask DP;two pointers;Queue;graph matchings,1D DP;Stack;bitmasks;sortings
user12905,,0,graphs;dsu;strings;dp;combinatorics,
user12936,0-1 BFS;1D DP;DFS;Expected Value;Max Flow;Tree Diameter;flows;games;graph matchings;graphs;number theory;probabilities,12,graph matchings;Max Flow;flows;graphs;number theory,BFS;Deque;Graph Representation;Priority Queue;Recursion;Tree DFS;combinatorics;data structures;math;shortest paths
user12939,Bitmask Enumeration;Distance Between Points;Graph Representation;Inclusion-Exclusion;Interval DP;Segment Tree;Tree DFS;binary search;bitmasks;brute force;data structures;dp;geometry;graphs;greedy;math;matrices;sortings;trees;two pointers,20,Graph Representation;two pointers;binary search;graphs;Distance Between Points,1D DP;2D DP;Combinations;DFS;Modular Arithmetic;Permutations;Recursion;implementation
user12947,Binary Lifting;Combinations;Expected Value;Fast Exponentiation;Lazy Segment Tree;Max Flow;Segment Tree;Tree DFS;chinese remainder theorem;divide and conquer;flows;hashing;trees,13,Fast Exponentiation;Binary Lifting;divide and conquer;Segment Tree;chinese remainder theorem,DFS;Hash Map;Modular Arithmetic;Modular Inverse;Priority Queue;Recursion;Sparse Table;combinatorics;data structures;dp;graphs;math;shortest paths;strings
user12961,Distance Between Points;divide and conquer;geometry;graph matchings,4,geometry;Distance Between Points;divide and conquer;graph matchings;Polygon Area,dp;graphs;math
user12970,Queue;geometry;graphs;shortest paths;trees,5,Queue;shortest paths;graphs;geometry;trees,Stack;data structures
user12983,2D DP;Binary Search on Array;Bitmask DP;Bitmask Enumeration;Brute Force Enumeration;Fast Exponentiation;KMP;Monotonic Stack;Polygon Area;Recursion;geometry;hashing,12,Polygon Area;hashing;Monotonic Stack;geometry;Bitmask Enumeration,1D DP;Distance Between Points;Hash Map;Prefix Function;Stack;String Matching;bitmasks;data structures;math;sortings;strings
user12998,Max Flow;flows;graph matchings,3,Max Flow;flows;graph matchings;Line Intersection;Lazy Segment Tree,Priority Queue;graphs;shortest paths
user1300,Binary Search on Array;Bitmask Enumeration;chinese remainder theorem;divide and conquer;games;interactive,6,chinese remainder theorem;games;interactive;divide and conquer;Binary Search on Array,Modular Arithmetic;Modular Inverse;Simulation;combinatorics;dp;graphs;math;sortings
user13004,Max Flow;chinese remainder theorem;dsu;geometry;interactive,5,geometry;chinese remainder theorem;dsu;interactive;Max Flow,Modular Arithmetic;Modular Inverse;Priority Queue;Queue;Simulation;Stack;graphs
user13007,Bitmask DP;Hash Map;Prefix Sum;Priority Queue;Recursion;Tree DFS;Tree DP;Two Pointers on Sorted Array;binary search;brute force;combinatorics;data structures;divide and conquer;dsu;flows;geometry;interactive;probabilities;shortest paths;trees;two pointers,21,probabilities;two pointers;data structures;Tree DP;interactive,1D DP;DFS;Queue;Simulation;Stack;bitmasks;dp;graphs;implementation;math;sortings
user13014,Bitmask DP;Combinations;Expected Value;Inclusion-Exclusion;Interval DP;Max Flow;Permutations;graph matchings;hashing;probabilities;trees,11,probabilities;Bitmask DP;Inclusion-Exclusion;Interval DP;Expected Value,1D DP;2D DP;Hash Map;Priority Queue;bitmasks;combinatorics;data structures;graphs;math;strings
user13020,,0,2D DP;dsu;games;Permutations;combinatorics,
user13021,2-sat;Dijkstra;Ordered Set;Strongly Connected Components;Tree DP;data structures;dsu;graphs;shortest paths;trees,10,shortest paths;Dijkstra;graphs;2-sat;Strongly Connected Components,BFS;Graph Representation;Priority Queue;Queue;Stack;Tree DFS;dp
user13028,1D DP;Binary Search on Array;Bitmask Enumeration;Difference Array;Digit DP;Fenwick Tree;Hash Map;Segment Tree;binary search;bitmasks;brute force;combinatorics;data structures;dp;dsu;graphs;hashing;number theory;probabilities;sortings;string suffix structures;trees;two pointers,23,Hash Map;Fenwick Tree;two pointers;Digit DP;probabilities,Queue;Recursion;Stack;implementation;math;strings
user13034,Distance Between Points;geometry,2,geometry;Distance Between Points;Polygon Area;Knapsack;Interval DP,math
user13078,Binary Search on Array;Coordinate Compression;DP on DAG;Monotonic Stack;Ordered Set;Topological Sort;Tree Diameter;divide and conquer;geometry;graphs;trees,11,Binary Search on Array;Ordered Set;Topological Sort;DP on DAG;graphs,Connected Components;DFS;Stack;Tree DFS;data structures;dp;sortings
user13086,BFS;Knapsack;Recursion;shortest paths;ternary search,5,BFS;ternary search;shortest paths;Recursion;Knapsack,2D DP;Binary Search on Answer;Graph Representation;data structures;graphs
user13098,1D DP;Connected Components;DFS;dp;dsu;flows;graph matchings;graphs;interactive,9,flows;graph matchings;Connected Components;dp;graphs,BFS;Graph Representation;Queue;Recursion;Simulation;Stack;brute force;data structures;shortest paths
user13102,Difference Array;Edit Distance;Ordered Set;Suffix Automaton;binary search;brute force;data structures;dp;dsu;geometry;graphs;greedy;hashing;probabilities;shortest paths;sortings;trees;two pointers,18,Suffix Automaton;two pointers;hashing;geometry;data structures,2D DP;Hash Map;Longest Common Subsequence;Queue;Recursion;Stack;String Matching;Z Algorithm;combinatorics;implementation;math;strings
user13106,2D DP;Binary Search on Answer;Combinations;Distance Between Points;Divisors;Expected Value;Longest Increasing Subsequence;Two Pointers on Sorted Array;binary search;geometry;number theory;probabilities,12,Expected Value;Longest Increasing Subsequence;probabilities;Combinations;Distance Between Points,1D DP;Binary Search on Array;GCD;Prime Factorization;combinatorics;math;sortings
user1311,,0,brute force;Digit DP;dp;binary search;Greedy Sorting,
user13113,1D DP;Activity Selection;BFS;Binary Search on Answer;Distance Between Points;Fast Exponentiation;Interval Scheduling;LCM;Modular Arithmetic;Permutations;String Hashing;Tree DFS;binary search;bitmasks;brute force;combinatorics;divide and conquer;dp;games;geometry;graphs;number theory;shortest paths;ternary search;trees,25,divide and conquer;shortest paths;games;Fast Exponentiation;trees,Binary Search on Array;DFS;GCD;Graph Representation;Recursion;data structures;implementation;math;sortings
user13114,Max Flow;geometry;graph matchings,3,geometry;graph matchings;Max Flow;Interval DP;flows,Priority Queue;graphs
user13121,2D DP;Line Intersection;Polygon Area,3,Line Intersection;Polygon Area;2D DP;graph matchings;Distance Between Points,1D DP;Distance Between Points;Orientation Test
user13125,1D DP;Binary Lifting;Bitmask Enumeration;Brute Force Enumeration;Connected Components;Cycle Detection;DFS;Fenwick Tree;Graph Representation;Line Intersection;Lowest Common Ancestor;Max Flow;Ordered Set;Prefix Sum;Priority Queue;Simulation;Stack;State Simulation;Tree DFS;Tree Diameter;divide and conquer;dp;dsu;fft;geometry;graph matchings;interactive;trees,28,divide and conquer;fft;DFS;Binary Lifting;Tree Diameter,BFS;Distance Between Points;Orientation Test;Queue;Recursion;Sparse Table;brute force;data structures;graphs;math;sortings
