student_id,weak_kcs,n_weak,weakest_5,related_kcs
user12939,Bipartite Graph Check;Distance Between Points;Tree DFS;binary search;geometry;graphs;greedy;sortings;trees;two pointers,10,Distance Between Points;binary search;two pointers;sortings;trees,BFS;DFS;brute force;data structures;math
user12947,Binary Lifting;Fast Exponentiation;Max Flow;Segment Tree;Tree DFS;divide and conquer;flows;graphs;trees,9,Binary Lifting;divide and conquer;flows;Max Flow;trees,DFS;Priority Queue;Recursion;Sparse Table;data structures;dp;math;shortest paths
user12961,Distance Between Points;Interval DP;divide and conquer;dsu;flows;geometry;graph matchings;shortest paths,8,geometry;graph matchings;flows;shortest paths;divide and conquer,2D DP;Queue;Stack;dp;graphs;math
user12970,Queue;geometry;graphs;shortest paths,4,geometry;shortest paths;Queue;graphs;Distance Between Points,Stack
user12983,Binary Search on Array;Brute Force Enumeration;Dijkstra;Priority Queue;geometry;graph matchings;hashing,7,geometry;hashing;graph matchings;Priority Queue;Dijkstra,Graph Representation;Hash Map;Queue;Stack;data structures;sortings;strings
user12998,Dijkstra;Max Flow;Priority Queue;flows;geometry;graph matchings;shortest paths,7,graph matchings;Max Flow;Dijkstra;geometry;flows,Graph Representation;Queue;Stack;graphs
user1300,Binary Search on Array;DFS;Priority Queue;divide and conquer;games,5,Priority Queue;games;DFS;divide and conquer;Binary Search on Array,Graph Representation;Queue;Stack;combinatorics;dp;graphs;math;sortings
user13004,Dijkstra;Max Flow;flows;geometry,4,geometry;Dijkstra;Max Flow;flows;graph matchings,Graph Representation;Priority Queue;graphs;shortest paths
user13007,Bitmask DP;Tree DFS;Tree DP;Two Pointers on Sorted Array;binary search;data structures;flows;geometry;graph matchings;probabilities;shortest paths;string suffix structures;trees;two pointers,14,graph matchings;Tree DP;two pointers;probabilities;Two Pointers on Sorted Array,1D DP;DFS;bitmasks;combinatorics;dp;graphs;sortings;strings
user13014,Bitmask DP;Dijkstra;Distance Between Points;Max Flow;Topological Sort;divide and conquer;flows;geometry;graph matchings;trees,10,geometry;graph matchings;Max Flow;Distance Between Points;Dijkstra,1D DP;Connected Components;DFS;Graph Representation;Priority Queue;bitmasks;data structures;dp;graphs;math;shortest paths
user13020,dsu,1,dsu;2D DP;Permutations;data structures;combinatorics,Queue;Stack
user13021,2-sat;Dijkstra;Ordered Set;Strongly Connected Components;Tree DP;graphs;shortest paths;trees,8,shortest paths;graphs;Dijkstra;Tree DP;2-sat,BFS;Graph Representation;Priority Queue;Tree DFS;data structures;dp
user13028,Fenwick Tree;Hash Map;binary search;combinatorics;probabilities;string suffix structures;two pointers,7,Hash Map;Fenwick Tree;two pointers;combinatorics;string suffix structures,data structures;math;sortings;strings
user13034,Distance Between Points;Priority Queue;Tree DP;flows;geometry,5,geometry;flows;Priority Queue;Distance Between Points;Tree DP,Queue;Stack;Tree DFS;dp;graphs;math;shortest paths
user13078,Binary Search on Array;Connected Components;DFS;DP on DAG;Distance Between Points;Ordered Set;Polygon Area;Priority Queue;Topological Sort;flows;geometry;graphs;trees,13,Distance Between Points;geometry;Topological Sort;Polygon Area;flows,BFS;Graph Representation;Queue;Stack;data structures;dp;math;shortest paths;sortings
user13086,BFS;Priority Queue;geometry;shortest paths;ternary search,5,geometry;shortest paths;BFS;Priority Queue;ternary search,Binary Search on Answer;Graph Representation;Queue;Stack;graphs
user13098,Connected Components;DFS;dp;flows;graph matchings;graphs,6,flows;graphs;dp;DFS;Connected Components,BFS;Graph Representation;Recursion;brute force;data structures;shortest paths
user13102,Coordinate Compression;Dijkstra;Edit Distance;binary search;data structures;geometry;graphs;hashing;shortest paths;trees;two pointers,11,two pointers;shortest paths;geometry;Dijkstra;binary search,2D DP;Graph Representation;Hash Map;Longest Common Subsequence;Priority Queue;sortings;strings
user13106,Binary Search on Answer;Distance Between Points;Expected Value;Two Pointers on Sorted Array;binary search;geometry;probabilities,7,Distance Between Points;geometry;Two Pointers on Sorted Array;probabilities;Expected Value,Binary Search on Array;combinatorics;math;sortings
user1311,,0,brute force;dsu;Hash Map;Digit DP;dp,
user13113,Binary Search on Answer;Distance Between Points;binary search;divide and conquer;geometry;graphs;shortest paths;trees,8,divide and conquer;Distance Between Points;shortest paths;graphs;geometry,Binary Search on Array;data structures;dp;math;sortings
user13114,Bipartite Graph Check;Dijkstra;Max Flow;Priority Queue;flows;geometry;graph matchings;shortest paths,8,geometry;Max Flow;Dijkstra;graph matchings;flows,BFS;DFS;Graph Representation;Queue;Stack;graphs
user13121,2D DP;DFS;Line Intersection;Polygon Area;Priority Queue;geometry,6,Line Intersection;Polygon Area;geometry;Priority Queue;DFS,1D DP;Distance Between Points;Graph Representation;Orientation Test;Queue;Stack
user13125,1D DP;Binary Lifting;Bipartite Graph Check;Connected Components;Cycle Detection;DFS;Dijkstra;Fenwick Tree;Hash Map;Line Intersection;Lowest Common Ancestor;Max Flow;Min Cut;Ordered Set;Tree DFS;Tree Diameter;divide and conquer;dp;fft;flows;geometry;graph matchings;graphs;shortest paths;trees,25,Line Intersection;fft;divide and conquer;Binary Lifting;Max Flow,BFS;Distance Between Points;Graph Representation;Orientation Test;Priority Queue;Recursion;Sparse Table;brute force;data structures;sortings
user13135,2D DP;Convex Hull;Custom Comparator Sorting;Dijkstra;Max Flow;Orientation Test;Topological Sort;flows;geometry,9,Max Flow;Dijkstra;geometry;Orientation Test;flows,1D DP;Connected Components;DFS;Distance Between Points;Graph Representation;Priority Queue;graphs;shortest paths;sortings
user13153,Dijkstra;trees,2,Dijkstra;trees;shortest paths;geometry;dp,Graph Representation;Priority Queue;data structures;graphs
user13155,dsu,1,dsu;geometry;Dijkstra;Priority Queue;Lowest Common Ancestor,Queue;Stack
user13169,Bipartite Graph Check;Cycle Detection;DFS;Dijkstra;Tree DFS;geometry,6,Dijkstra;Bipartite Graph Check;geometry;Cycle Detection;DFS,BFS;Graph Representation;Priority Queue
user13172,2D DP;Activity Selection;BFS;Interval Scheduling;flows;geometry;graph matchings;shortest paths,8,geometry;graph matchings;flows;shortest paths;Activity Selection,1D DP;Graph Representation;graphs;sortings
user13174,sortings,1,sortings;constructive algorithms;Suffix Automaton;2D DP;hashing,
user13180,Dijkstra;Meet-in-the-middle;Priority Queue;Tree DP;flows;geometry;graph matchings,7,geometry;Dijkstra;Tree DP;flows;Meet-in-the-middle,Graph Representation;Queue;Stack;Tree DFS;brute force;dp;graphs;shortest paths
user13184,BFS;Binary Search on Answer;divide and conquer;flows;geometry;graphs;shortest paths,7,shortest paths;flows;geometry;divide and conquer;graphs,Binary Search on Array;Graph Representation;dp
user1319,flows;geometry,2,geometry;flows;Distance Between Points;graph matchings;Interval DP,graphs;shortest paths
user13193,Brute Force Enumeration;Stack;data structures;dsu,4,dsu;Brute Force Enumeration;data structures;Stack;geometry,Queue
user13223,DP on DAG,1,DP on DAG;geometry;string suffix structures;strings;divide and conquer,Topological Sort;dp
user13234,data structures;divide and conquer;fft;flows;geometry;graphs;shortest paths,7,geometry;shortest paths;flows;divide and conquer;graphs,dp
user13246,Priority Queue;flows;geometry;graph matchings,4,graph matchings;geometry;flows;Priority Queue;Polygon Area,Queue;Stack;graphs;shortest paths
user13266,Cycle Detection;Polygon Area;Priority Queue;flows;geometry;ternary search,6,geometry;flows;Cycle Detection;ternary search;Polygon Area,BFS;Binary Search on Answer;DFS;Distance Between Points;Queue;Stack;graphs;shortest paths
user13285,DFS;Dijkstra;Distance Between Points;flows;geometry;graph matchings,6,geometry;Distance Between Points;graph matchings;flows;Dijkstra,Graph Representation;Priority Queue;graphs;math;shortest paths
user13287,Bitmask Enumeration;Convex Hull;DFS;Distance Between Points;Line Intersection;divide and conquer;geometry;hashing;shortest paths;string suffix structures,10,Convex Hull;geometry;Bitmask Enumeration;Line Intersection;DFS,Graph Representation;Hash Map;Orientation Test;binary search;dp;graphs;math;sortings;strings
user13296,Bipartite Graph Check;Min Cut;dsu;flows;geometry;graph matchings;shortest paths,7,geometry;Min Cut;graph matchings;flows;Bipartite Graph Check,BFS;DFS;Max Flow;Queue;Stack;graphs
user13299,divide and conquer;dsu;geometry;two pointers,4,divide and conquer;geometry;two pointers;dsu;Hash Map,Queue;Stack;data structures;dp;graphs
user13305,Dijkstra;Priority Queue;flows;geometry;ternary search,5,geometry;flows;Dijkstra;ternary search;Priority Queue,Binary Search on Answer;Graph Representation;Queue;Stack;graphs;shortest paths
user13310,Bipartite Graph Check;DP on DAG;Max Flow;Topological Sort;Tree DP;flows;geometry;graphs;shortest paths,9,Max Flow;flows;graphs;Topological Sort;DP on DAG,BFS;Connected Components;DFS;Priority Queue;Tree DFS;dp
user13311,Dijkstra;Hash Map;Meet-in-the-middle;divide and conquer;flows;geometry;graphs;shortest paths,8,geometry;shortest paths;Meet-in-the-middle;flows;graphs,Graph Representation;Priority Queue;brute force;data structures;dp
user13323,2D DP;Tree DP;geometry;graphs;shortest paths;trees,6,geometry;shortest paths;2D DP;trees;Tree DP,1D DP;Tree DFS;data structures;dp
user13331,Bipartite Graph Check;Connected Components;Cycle Detection;DFS;Distance Between Points;Priority Queue;Tree DFS;flows;geometry,9,geometry;Distance Between Points;flows;Bipartite Graph Check;Priority Queue,BFS;Graph Representation;Queue;Stack;graphs;math;shortest paths
user13332,String Matching;Suffix Automaton;hashing;string suffix structures;strings,5,string suffix structures;hashing;Suffix Automaton;String Matching;strings,Hash Map;Z Algorithm;binary search;data structures;sortings
user13333,2-sat;Bipartite Graph Check;DFS;Dijkstra;Knapsack;Line Intersection;Max Flow;Shortest Path in DAG;flows;geometry;graph matchings;shortest paths,12,Line Intersection;geometry;Max Flow;graph matchings;Shortest Path in DAG,2D DP;BFS;Distance Between Points;Graph Representation;Orientation Test;Priority Queue;Strongly Connected Components;Topological Sort;graphs
user13348,Activity Selection;BFS;Bitmask Enumeration;Knapsack;Queue;Stack;dsu;graphs;shortest paths,9,shortest paths;Stack;BFS;graphs;Activity Selection,2D DP;Graph Representation;math;sortings
user13349,Greedy Sorting;Knapsack;String Matching;Suffix Automaton;Tree Diameter;Two Pointers on Sorted Array;binary search;bitmasks;brute force;dp;greedy;hashing;sortings;string suffix structures;strings;trees;two pointers,17,string suffix structures;Two Pointers on Sorted Array;sortings;strings;hashing,2D DP;Hash Map;Recursion;Tree DFS;Z Algorithm;data structures;graphs;implementation;math
user13353,2-sat;Strongly Connected Components;Tree DP;trees,4,Tree DP;2-sat;Strongly Connected Components;trees;Graph Representation,BFS;Tree DFS;data structures;dp;graphs
user13361,1D DP;Bitmask DP;Max Flow;Priority Queue;Topological Sort;binary search;bitmasks;brute force;data structures;divide and conquer;dp;flows;geometry;graph matchings;graphs;hashing;probabilities;string suffix structures;trees;two pointers,20,divide and conquer;trees;flows;geometry;two pointers,Connected Components;DFS;Hash Map;Queue;Recursion;Stack;combinatorics;implementation;math;shortest paths;sortings;strings
user13382,Hash Map;Priority Queue;divide and conquer;geometry;shortest paths;string suffix structures;two pointers,7,geometry;divide and conquer;shortest paths;two pointers;Priority Queue,Queue;Stack;binary search;data structures;dp;graphs;sortings;strings
user13384,Bipartite Graph Check;Convex Hull;Two Pointers on Sorted Array;geometry;graph matchings;trees,6,Convex Hull;geometry;graph matchings;Bipartite Graph Check;Two Pointers on Sorted Array,BFS;DFS;Distance Between Points;Orientation Test;data structures;graphs;sortings
user13405,1D DP;Backtracking;Binary Search on Array;Brute Force Enumeration;Fenwick Tree;Greedy Sorting;Tree DFS;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;flows;graph matchings;graphs;greedy;implementation;math;number theory;sortings;string suffix structures;strings;trees;two pointers,25,binary search;sortings;string suffix structures;Binary Search on Array;trees,DFS;Recursion;shortest paths
user13411,Hash Map;Polygon Area;divide and conquer;geometry;shortest paths,5,Polygon Area;geometry;divide and conquer;Hash Map;shortest paths,Distance Between Points;data structures;dp;graphs
user13412,BFS;Connected Components;DFS;Dijkstra;Distance Between Points;Min Cut;dsu;flows;geometry;graph matchings,10,Min Cut;Distance Between Points;geometry;graph matchings;Dijkstra,Graph Representation;Max Flow;Priority Queue;Queue;Stack;graphs;math;shortest paths
user13417,Coordinate Compression;Distance Between Points;Polygon Area;divide and conquer;flows;geometry;graph matchings,7,graph matchings;Distance Between Points;Polygon Area;flows;divide and conquer,dp;graphs;math;shortest paths;sortings
user1342,Binary Lifting;Bitmask DP;Dijkstra;flows;geometry;graph matchings;graphs;hashing;shortest paths;two pointers,10,graph matchings;flows;geometry;Dijkstra;shortest paths,1D DP;Graph Representation;Hash Map;Priority Queue;Sparse Table;Tree DFS;bitmasks;data structures;strings
user13424,2D DP;Coordinate Compression;DFS;Dijkstra;binary search;flows;geometry;graphs;shortest paths;two pointers,10,geometry;flows;Dijkstra;shortest paths;graphs,1D DP;Graph Representation;Priority Queue;data structures;sortings
user13425,flows;geometry;graph matchings;shortest paths,4,geometry;flows;graph matchings;shortest paths;Shortest Path in DAG,graphs
user13449,Fast Exponentiation;Prime Factorization;Prime Sieve;State Simulation;Tree DP;binary search;bitmasks;geometry;interactive;sortings;trees,11,binary search;Prime Sieve;Prime Factorization;geometry;State Simulation,Recursion;Simulation;Tree DFS;brute force;data structures;dp;graphs;math
user13460,bitmasks,1,bitmasks;constructive algorithms;greedy;math;dsu,brute force;math
user13466,Brute Force Enumeration;Cycle Detection;DFS;Greedy Sorting;Max Flow;Simulation;String Matching;Two Pointers on Sorted Array;brute force;constructive algorithms;data structures;flows;graphs;greedy;implementation;sortings;two pointers,17,flows;Brute Force Enumeration;Cycle Detection;two pointers;sortings,BFS;Graph Representation;Priority Queue;math;shortest paths
user13467,Bipartite Graph Check;DFS;Tree DFS;geometry;graph matchings;shortest paths,6,geometry;Bipartite Graph Check;DFS;Tree DFS;shortest paths,BFS;Graph Representation;graphs
user13469,Distance Between Points;Line Intersection;Sliding Window;flows;geometry,5,Distance Between Points;geometry;Sliding Window;flows;Line Intersection,Orientation Test;graphs;math;shortest paths;sortings
user13478,fft;geometry;two pointers,3,fft;geometry;two pointers;flows;ternary search,data structures;dp
user13482,2D DP;Bitmask Enumeration;divide and conquer;flows;geometry;shortest paths;ternary search,7,Bitmask Enumeration;shortest paths;geometry;flows;2D DP,1D DP;Binary Search on Answer;dp;graphs;math
user13485,BFS;DFS;Dijkstra;Edit Distance;Priority Queue;flows;geometry;graph matchings;shortest paths,9,geometry;graph matchings;Dijkstra;Priority Queue;flows,2D DP;Graph Representation;Longest Common Subsequence;Queue;Stack;graphs
user13487,dsu;geometry;graphs;trees,4,graphs;dsu;geometry;trees;data structures,Queue;Stack;data structures
user13491,BFS;Binary Lifting;Suffix Array;graphs;hashing;shortest paths;string suffix structures;trees;two pointers,9,string suffix structures;shortest paths;Suffix Array;Binary Lifting;hashing,Graph Representation;Hash Map;Sparse Table;String Matching;Tree DFS;binary search;data structures;sortings;strings
user13504,BFS;Connected Components;DFS;Distance Between Points;Max Flow;dsu;flows;geometry;graph matchings;shortest paths,10,graph matchings;geometry;Max Flow;Distance Between Points;flows,Graph Representation;Priority Queue;Queue;Stack;graphs;math
user13506,shortest paths,1,shortest paths;Edit Distance;graphs;Longest Common Subsequence;trees,graphs
user13510,Binary Search on Answer;binary search;bitmasks;graphs;trees,5,Binary Search on Answer;trees;binary search;bitmasks;graphs,Binary Search on Array;brute force;data structures;math;sortings
user13519,2-sat;Bipartite Graph Check;Dijkstra;Max Flow;Priority Queue;dsu;flows;geometry,8,geometry;Max Flow;Dijkstra;Bipartite Graph Check;flows,BFS;DFS;Graph Representation;Queue;Stack;Strongly Connected Components;graphs;shortest paths
user13532,Binary Lifting;Binary Search on Answer;binary search;geometry;graph matchings;hashing;ternary search;trees;two pointers,9,graph matchings;Binary Search on Answer;binary search;ternary search;Binary Lifting,Binary Search on Array;Hash Map;Sparse Table;Tree DFS;data structures;graphs;sortings;strings
user13533,DFS;Monotonic Stack;Suffix Automaton;Tree DFS;Tree DP;geometry,6,geometry;Monotonic Stack;Tree DFS;Suffix Automaton;DFS,Graph Representation;Stack;String Matching;Z Algorithm;dp
user13541,,0,dsu;2D DP;graphs;hashing;trees,
user13544,Combinations;Divisors;Expected Value;Fast Exponentiation;Inclusion-Exclusion;Modular Arithmetic;Permutations;Prime Sieve;binary search;chinese remainder theorem;data structures;divide and conquer;games;geometry;graphs;hashing;probabilities;shortest paths;strings;trees,20,games;Fast Exponentiation;Prime Sieve;Permutations;hashing,GCD;Hash Map;Modular Inverse;Prime Factorization;combinatorics;dp;math;sortings
user13545,Backtracking;Fenwick Tree;Mo's Algorithm;Priority Queue;geometry;interactive;shortest paths,7,geometry;Fenwick Tree;shortest paths;interactive;Priority Queue,Queue;Recursion;Simulation;Sliding Window;Sqrt Decomposition;Stack;data structures;graphs;sortings
user13556,2-sat;DP on DAG;geometry,3,geometry;DP on DAG;2-sat;Polygon Area;Distance Between Points,Strongly Connected Components;Topological Sort;dp
user13562,Dijkstra;Distance Between Points;Line Intersection;Max Flow;Orientation Test;Priority Queue;flows;geometry;graph matchings;probabilities;shortest paths;trees,12,Line Intersection;Distance Between Points;Max Flow;graph matchings;flows,Graph Representation;Queue;Stack;combinatorics;data structures;graphs;math
user13575,2-sat;2D DP;BFS;Bellman-Ford;Bipartite Graph Check;Connected Components;Convex Hull;Cycle Detection;DFS;DP on DAG;Dijkstra;Distance Between Points;Graph Representation;Interval DP;Line Intersection;Max Flow;Min Cut;Monotonic Queue;Orientation Test;Polygon Area;Priority Queue;Shortest Path in DAG;Strongly Connected Components;Topological Sort;Tree DFS;Tree DP;dsu;flows;geometry;graph matchings;shortest paths,31,Line Intersection;Polygon Area;Orientation Test;Min Cut;Convex Hull,1D DP;Deque;Queue;Stack;dp;graphs;math;sortings
user13584,Connected Components;flows;geometry,3,geometry;flows;Connected Components;Dijkstra;shortest paths,BFS;DFS;graphs;shortest paths
user13591,Binary Search on Array;Stack;binary search;data structures;geometry;graph matchings;graphs;shortest paths;two pointers,9,geometry;graph matchings;shortest paths;binary search;graphs,sortings
user13596,Dijkstra;Distance Between Points;geometry,3,Dijkstra;Distance Between Points;geometry;graph matchings;Max Flow,Graph Representation;Priority Queue;math
user13604,Bipartite Graph Check;Dijkstra;Lowest Common Ancestor;Ordered Set;Tree DFS;Tree DP;divide and conquer;flows;geometry;graphs;shortest paths;trees,12,geometry;shortest paths;divide and conquer;Lowest Common Ancestor;trees,BFS;DFS;Graph Representation;Priority Queue;data structures;dp
user13611,Dijkstra;Distance Between Points;Hash Map;Mo's Algorithm;Polygon Area;geometry,6,geometry;Hash Map;Dijkstra;Distance Between Points;Polygon Area,Graph Representation;Priority Queue;Sliding Window;Sqrt Decomposition;data structures;math;sortings
user13614,Ordered Set;Prime Factorization;Prime Sieve;data structures;dp;graphs;shortest paths;trees,8,trees;Ordered Set;shortest paths;Prime Factorization;Prime Sieve,Recursion;brute force;math
user13625,Bitmask Enumeration;games;number theory,3,Bitmask Enumeration;number theory;games;chinese remainder theorem;bitmasks,combinatorics;math
user13631,,0,geometry;flows;dsu;graphs;trees,
user13643,Bipartite Graph Check;Dijkstra;Distance Between Points;Knapsack;Line Intersection;Topological Sort;flows;geometry;graph matchings;graphs;shortest paths;trees,12,Line Intersection;Distance Between Points;graph matchings;Dijkstra;flows,2D DP;BFS;Connected Components;DFS;Graph Representation;Orientation Test;Priority Queue;data structures;math
user13651,BFS;Bipartite Graph Check;Distance Between Points;Orientation Test;binary search;geometry;graph matchings;ternary search,8,Distance Between Points;graph matchings;geometry;Orientation Test;Bipartite Graph Check,Binary Search on Answer;DFS;Graph Representation;math;sortings
user13676,2D DP;Binary Search on Answer;DFS;flows;geometry,5,geometry;flows;2D DP;Binary Search on Answer;DFS,1D DP;Binary Search on Array;Graph Representation;graphs;shortest paths
user13678,,0,Polygon Area;geometry;DFS;dsu;Two Pointers on Sorted Array,
user13679,Dijkstra;Distance Between Points;Queue;flows;geometry;graph matchings;shortest paths,7,geometry;Queue;graph matchings;flows;Dijkstra,Graph Representation;Priority Queue;Stack;graphs;math
user13692,dsu,1,dsu;Polygon Area;geometry;Shortest Path in DAG;Dijkstra,Queue;Stack
user13694,BFS;Interval DP;Ordered Set;data structures;divide and conquer;dsu;geometry;graphs;shortest paths,9,shortest paths;Ordered Set;BFS;dsu;graphs,2D DP;Graph Representation;Queue;Stack;dp
user1371,shortest paths,1,shortest paths;graph matchings;Dijkstra;flows;Shortest Path in DAG,graphs
user13718,DP on DAG;Knapsack;Topological Sort;geometry,4,Topological Sort;geometry;DP on DAG;Knapsack;Orientation Test,2D DP;Connected Components;DFS;dp
user13720,Binary Lifting;DFS;Dijkstra;Fenwick Tree;Min Cut;Multiset;Tree DFS;flows;geometry;graph matchings,10,geometry;Min Cut;graph matchings;Dijkstra;flows,Graph Representation;Hash Map;Max Flow;Priority Queue;Sparse Table;data structures;graphs;shortest paths;sortings
user13733,flows;geometry,2,geometry;flows;Line Intersection;Distance Between Points;graph matchings,graphs;shortest paths
user13736,Convex Hull;Dijkstra;Max Flow;flows;geometry;shortest paths,6,geometry;Dijkstra;Max Flow;flows;Convex Hull,Distance Between Points;Graph Representation;Orientation Test;Priority Queue;graphs;sortings
user13744,Shortest Path in DAG;flows;geometry;graph matchings,4,geometry;graph matchings;Shortest Path in DAG;flows;Bellman-Ford,Topological Sort;graphs;shortest paths
user13770,BFS;Line Intersection;Max Flow;Mo's Algorithm;flows;geometry;graph matchings;shortest paths,8,Line Intersection;geometry;graph matchings;Max Flow;flows,Distance Between Points;Graph Representation;Orientation Test;Priority Queue;Sliding Window;Sqrt Decomposition;graphs;sortings
user13773,Hash Map;flows;graphs;hashing;string suffix structures;trees,6,flows;graphs;Hash Map;string suffix structures;trees,binary search;data structures;shortest paths;sortings;strings
user13779,DP on DAG;Max Flow;Topological Sort;fft;flows;geometry;ternary search,7,fft;geometry;DP on DAG;Max Flow;flows,Binary Search on Answer;Connected Components;DFS;Priority Queue;dp;graphs;shortest paths
user13780,Orientation Test;Segment Tree;data structures;divide and conquer;flows;geometry;graph matchings;graphs;shortest paths;trees,10,shortest paths;Segment Tree;geometry;graph matchings;flows,Distance Between Points;Recursion;dp
user13784,Bipartite Graph Check;Segment Tree;games;geometry;shortest paths,5,geometry;Bipartite Graph Check;games;Segment Tree;shortest paths,BFS;DFS;Recursion;combinatorics;data structures;graphs;math
user13788,BFS;Tree DFS;binary search;brute force;dp;graphs;shortest paths;trees;two pointers,9,shortest paths;graphs;Tree DFS;brute force;trees,DFS;Graph Representation;Recursion;data structures;implementation;math;sortings
user13797,BFS;Distance Between Points;binary search;divide and conquer;geometry;graph matchings;graphs;shortest paths,8,shortest paths;graph matchings;geometry;Distance Between Points;graphs,Graph Representation;dp;math;sortings
user13804,Graph Representation;Tree DFS;Tree DP;data structures;divide and conquer;dp;geometry;graphs;hashing;trees,10,divide and conquer;hashing;geometry;Tree DP;Tree DFS,DFS;Hash Map;Recursion;brute force;strings
user13809,DFS;Topological Sort,2,DFS;Topological Sort;geometry;Cycle Detection;Deque,Connected Components;Graph Representation
user1381,divide and conquer;geometry;shortest paths,3,geometry;shortest paths;divide and conquer;Max Flow;flows,dp;graphs
user13816,geometry;trees,2,geometry;trees;flows;dsu;graphs,data structures;graphs
user13819,2D DP;Meet-in-the-middle;Orientation Test;Segment Tree;Tree DFS;geometry;graph matchings;graphs;shortest paths;trees,10,Orientation Test;geometry;graph matchings;Meet-in-the-middle;shortest paths,1D DP;DFS;Distance Between Points;Recursion;brute force;data structures;dp
user13822,Binary Search on Answer;Priority Queue;String Matching;Suffix Automaton;geometry;hashing;string suffix structures,7,geometry;string suffix structures;Suffix Automaton;hashing;String Matching,Binary Search on Array;Hash Map;Queue;Stack;Z Algorithm;binary search;data structures;sortings;strings
user13831,Distance Between Points;Priority Queue;Segment Tree;geometry,4,Distance Between Points;geometry;Priority Queue;Segment Tree;graph matchings,Queue;Recursion;Stack;data structures;math
user13847,Distance Between Points;Priority Queue;flows;geometry;graph matchings;graphs,6,geometry;Distance Between Points;graphs;flows;graph matchings,Queue;Stack;math;shortest paths
user13855,2D DP;BFS;graphs;shortest paths;trees,5,shortest paths;graphs;2D DP;BFS;trees,1D DP;Graph Representation;data structures
user13856,Bipartite Graph Check;DFS;Distance Between Points;Hash Map;Interval DP;Line Intersection;Max Flow;flows;geometry;graph matchings,10,Distance Between Points;geometry;graph matchings;Line Intersection;Max Flow,2D DP;BFS;Graph Representation;Orientation Test;Priority Queue;data structures;graphs;math;shortest paths
user13858,2-sat;Dijkstra;Distance Between Points;Orientation Test;Prime Sieve;Priority Queue;Tree DP;data structures;geometry;graph matchings;graphs;shortest paths;trees,13,Orientation Test;geometry;shortest paths;graph matchings;Distance Between Points,Graph Representation;Queue;Stack;Strongly Connected Components;Tree DFS;dp;math
user13888,DFS;DP on DAG;Fenwick Tree;geometry,4,geometry;Fenwick Tree;DFS;DP on DAG;flows,Graph Representation;Topological Sort;data structures;dp;sortings
user13898,Connected Components;Dijkstra;Interval DP;flows;geometry;graph matchings,6,geometry;graph matchings;Dijkstra;Connected Components;flows,2D DP;BFS;DFS;Graph Representation;Priority Queue;graphs;shortest paths
user13911,Bitmask DP;Conditional Probability;DFS;Meet-in-the-middle;Mo's Algorithm;Segment Tree;binary search;bitmasks;data structures;flows;geometry;graphs;probabilities;shortest paths;trees;two pointers,16,geometry;Mo's Algorithm;probabilities;flows;data structures,1D DP;Expected Value;Graph Representation;Recursion;Sliding Window;Sqrt Decomposition;brute force;combinatorics;dp;math;sortings
user13924,geometry,1,geometry;Max Flow;flows;divide and conquer;Graph Representation,
user13925,Connected Components;Convex Hull;Cycle Detection;Distance Between Points;Max Flow;Priority Queue;Stack;flows;geometry,9,geometry;Convex Hull;Max Flow;Distance Between Points;flows,BFS;DFS;Orientation Test;Queue;graphs;math;shortest paths;sortings
user13931,Distance Between Points;Max Flow;Prime Sieve;flows;geometry;graph matchings;trees,7,Distance Between Points;geometry;Max Flow;graph matchings;Prime Sieve,Priority Queue;data structures;graphs;math;shortest paths
user13937,Binary Search on Answer;Brute Force Enumeration;Fast Exponentiation;Permutations;Priority Queue;State Simulation;binary search;flows;geometry;interactive;probabilities,11,geometry;Permutations;flows;Fast Exponentiation;Priority Queue,Binary Search on Array;Queue;Recursion;Simulation;Stack;combinatorics;data structures;graphs;math;shortest paths;sortings
user13941,Max Flow;Sliding Window;divide and conquer;dp;flows;hashing;string suffix structures;two pointers,8,Sliding Window;Max Flow;flows;two pointers;divide and conquer,Hash Map;Priority Queue;Recursion;binary search;brute force;data structures;graphs;shortest paths;sortings;strings
user13958,Binary Search on Answer;Max Flow;Suffix Array;Tree DFS;Tree DP;binary search;flows;geometry;graph matchings;graphs;string suffix structures;trees,12,Tree DP;geometry;Max Flow;Tree DFS;flows,Binary Search on Array;DFS;Priority Queue;String Matching;data structures;dp;shortest paths;sortings;strings
user13969,Binary Search on Answer;Connected Components;Custom Comparator Sorting;Dijkstra;Greedy Sorting;Priority Queue;Tree DFS;Tree DP;binary search;geometry;graphs;hashing;shortest paths;sortings;ternary search;trees,16,geometry;shortest paths;Tree DFS;trees;Tree DP,BFS;Binary Search on Array;DFS;Graph Representation;Hash Map;Queue;Stack;data structures;dp;strings
user13976,Bitmask Enumeration;String Matching;Suffix Automaton;binary search;data structures;hashing;string suffix structures;strings,8,string suffix structures;hashing;strings;String Matching;Suffix Automaton,Hash Map;Z Algorithm;math;sortings
user13982,,0,Polygon Area;geometry;1D DP;bitmasks;dp,
user13989,divide and conquer;geometry;graph matchings;shortest paths,4,graph matchings;geometry;divide and conquer;shortest paths;Max Flow,dp;graphs
user13990,,0,number theory;String Matching;1D DP;Custom Comparator Sorting;binary search,
