student_id,weak_kcs,n_weak,weakest_5
user13485,BFS;DFS;Dijkstra;Priority Queue;dsu;flows;geometry;graph matchings,8,Orientation Test;Distance Between Points;geometry;graph matchings;Max Flow
user13487,Binary Search on Array;Bitmask Enumeration;Greedy Sorting;binary search;bitmasks;brute force;constructive algorithms;data structures;games;greedy;implementation;math;number theory;sortings;string suffix structures;strings;trees;two pointers,18,binary search;greedy;brute force;two pointers;bitmasks
user13491,,0,Polygon Area;geometry;Dijkstra;shortest paths;dsu
user13504,2-sat;Distance Between Points;Max Flow;flows;geometry;graph matchings,6,Distance Between Points;geometry;graph matchings;Max Flow;flows
user13506,,0,Edit Distance;shortest paths;Longest Common Subsequence;graphs;1D DP
user13510,,0,Priority Queue;geometry;ternary search;dsu;graphs
user13519,2-sat;Bipartite Graph Check;Dijkstra;Max Flow;Priority Queue;dsu;flows;geometry,8,geometry;Max Flow;Dijkstra;Bipartite Graph Check;Priority Queue
user13532,geometry;graph matchings,2,Distance Between Points;geometry;graph matchings;Dijkstra;flows
user13533,DFS;dsu;geometry,3,Distance Between Points;geometry;Dijkstra;Connected Components;DFS
user13541,,0,2D DP;dsu;hashing;graphs;matrices
user13544,Bitmask Enumeration;Combinations;Difference Array;Divisors;Expected Value;Fast Exponentiation;GCD;Inclusion-Exclusion;Modular Arithmetic;Modular Combinations;Permutations;Prime Factorization;Prime Sieve;bitmasks;brute force;chinese remainder theorem;combinatorics;games;math;matrices;number theory;probabilities,22,math;number theory;Permutations;games;combinatorics
user13545,,0,divide and conquer;shortest paths;trees;probabilities;fft
user13556,Priority Queue;geometry,2,Polygon Area;Distance Between Points;geometry;graph matchings;Dijkstra
user13562,Dijkstra;Line Intersection;Max Flow;graph matchings,4,Min Cut;Max Flow;Dijkstra;graph matchings;Line Intersection
user13575,2-sat;BFS;Bellman-Ford;Bipartite Graph Check;Connected Components;Convex Hull;Cycle Detection;DFS;DP on DAG;Dijkstra;Distance Between Points;Interval DP;Line Intersection;Max Flow;Min Cut;Monotonic Queue;Orientation Test;Polygon Area;Priority Queue;Shortest Path in DAG;Topological Sort;dsu;flows;geometry;graph matchings,25,Line Intersection;Polygon Area;Orientation Test;Distance Between Points;Convex Hull
user13584,flows;geometry,2,geometry;Dijkstra;flows;dsu;2-sat
user13591,geometry;graph matchings,2,Polygon Area;geometry;Distance Between Points;graph matchings;Priority Queue
user13596,Dijkstra;Distance Between Points;dsu;geometry,4,Distance Between Points;geometry;graph matchings;Dijkstra;Max Flow
user13604,Bipartite Graph Check;Brute Force Enumeration;Connected Components;Dijkstra;Graph Representation;Hash Map;Lowest Common Ancestor;Ordered Set;Tree DFS;Tree DP;brute force;data structures;divide and conquer;dp;flows;graphs;shortest paths;trees,18,shortest paths;divide and conquer;trees;graphs;flows
user13611,1D DP;Binary Lifting;Tree DP;brute force;divide and conquer;dp;shortest paths;trees,8,dp;divide and conquer;fft;Tree DP;Digit DP
user13614,,0,geometry;flows;shortest paths;dsu;DP on DAG
user13625,,0,ternary search;graphs;dp;chinese remainder theorem;Prefix Sum
user13631,,0,geometry;flows;dsu;graphs;Prefix Sum
user13643,Dijkstra;Distance Between Points;Line Intersection;Orientation Test;Priority Queue;flows;geometry;graph matchings,8,Line Intersection;Orientation Test;Min Cut;geometry;Distance Between Points
user13651,Bipartite Graph Check;Distance Between Points;Orientation Test;geometry;graph matchings,5,Orientation Test;Distance Between Points;geometry;graph matchings;Bipartite Graph Check
user13676,,0,trees;binary search;data structures;Binary Search on Answer;divide and conquer
user13678,,0,Polygon Area;geometry;dsu;DFS;Tree DFS
user13679,divide and conquer;flows;shortest paths,3,flows;shortest paths;divide and conquer;Max Flow;fft
user13692,,0,Polygon Area;geometry;Dijkstra;Shortest Path in DAG;Bipartite Graph Check
user13694,geometry,1,geometry;Priority Queue;shortest paths;dsu;DFS
user1371,,0,graph matchings;Dijkstra;Shortest Path in DAG;flows;BFS
user13718,binary search;brute force;divide and conquer;dp;fft;trees,6,divide and conquer;fft;dp;binary search;brute force
user13720,Binary Lifting;Fenwick Tree;Multiset;Tree DP;data structures;divide and conquer;dp;trees,8,Multiset;dp;Binary Lifting;Fenwick Tree;divide and conquer
user13733,flows;geometry,2,Line Intersection;Distance Between Points;geometry;Max Flow;graph matchings
user13736,Convex Hull;DFS;Dijkstra;Max Flow;dsu;flows;geometry,7,Orientation Test;Convex Hull;geometry;graph matchings;Max Flow
user13744,geometry,1,geometry;flows;Min Cut;Max Flow;shortest paths
user13770,Line Intersection;Max Flow;flows;geometry;graph matchings,5,Line Intersection;geometry;Max Flow;graph matchings;Dijkstra
user13773,binary search;brute force;data structures;divide and conquer;dp;trees;two pointers,7,divide and conquer;brute force;trees;dp;Meet-in-the-middle
user13779,Max Flow;geometry,2,Max Flow;geometry;Priority Queue;flows;Topological Sort
user13780,Orientation Test;Priority Queue;flows;geometry;graph matchings,5,Polygon Area;Orientation Test;geometry;Distance Between Points;Max Flow
user13784,Bipartite Graph Check;geometry,2,Convex Hull;geometry;graph matchings;Priority Queue;Bipartite Graph Check
user13788,,0,Priority Queue;geometry;shortest paths;Binary Lifting;Tree DFS
user13797,Distance Between Points;geometry;graph matchings,3,Polygon Area;Distance Between Points;geometry;graph matchings;flows
user13804,geometry,1,graph matchings;Dijkstra;geometry;Priority Queue;Bipartite Graph Check
user13809,,0,trees;games;binary search;divide and conquer;brute force
user1381,binary search;data structures;two pointers,3,binary search;two pointers;Fenwick Tree;data structures;string suffix structures
user13816,geometry,1,geometry;flows;dsu;BFS;Graph Representation
user13819,Orientation Test;Priority Queue;geometry;graph matchings,4,Line Intersection;Orientation Test;Distance Between Points;geometry;graph matchings
user13822,Priority Queue;geometry,2,Polygon Area;Distance Between Points;geometry;Priority Queue;Topological Sort
user13831,Connected Components;DFS;Distance Between Points;Priority Queue;dsu;geometry,6,Distance Between Points;geometry;graph matchings;Priority Queue;Connected Components
user13847,,0,flows;shortest paths;Priority Queue;Multiset;trees
user13855,,0,Polygon Area;geometry;dsu;shortest paths;DP on DAG
user13856,Bipartite Graph Check;DFS;Distance Between Points;Interval DP;Line Intersection;Max Flow;dsu;flows;geometry;graph matchings,10,Line Intersection;Polygon Area;Distance Between Points;geometry;graph matchings
user13858,Dijkstra;Distance Between Points;Line Intersection;Orientation Test;Priority Queue;geometry;graph matchings,7,Line Intersection;Orientation Test;geometry;Distance Between Points;graph matchings
user13888,geometry,1,geometry;flows;Priority Queue;dsu;DFS
user13898,Dijkstra;flows;geometry;graph matchings,4,geometry;Max Flow;graph matchings;Dijkstra;flows
user13911,Activity Selection;Binary Search on Answer;Binary Search on Array;Greedy Sorting;Mo's Algorithm;Two Pointers on Sorted Array;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;games;greedy;implementation;math;number theory;probabilities;sortings;strings;trees;two pointers,22,binary search;greedy;two pointers;brute force;sortings
user13924,dsu;geometry,2,geometry;Max Flow;flows;dsu;Graph Representation
user13925,Convex Hull;Distance Between Points;Max Flow;Priority Queue;flows;geometry;graph matchings,7,Distance Between Points;Convex Hull;Min Cut;geometry;Max Flow
user13931,Distance Between Points;Max Flow;geometry;graph matchings,4,Orientation Test;Max Flow;Distance Between Points;geometry;graph matchings
user13937,Bitmask Enumeration;Brute Force Enumeration;Fast Exponentiation;Permutations;Simulation;binary search;bitmasks;brute force;combinatorics;constructive algorithms;data structures;games;greedy;implementation;interactive;math;number theory;probabilities;sortings;strings;two pointers,21,bitmasks;brute force;implementation;number theory;data structures
user13941,Max Flow;flows,2,Max Flow;flows;DP on DAG;dsu;Tree DP
user13958,binary search;constructive algorithms;data structures;trees,4,data structures;binary search;constructive algorithms;trees;implementation
user13969,Dijkstra;Shortest Path in DAG;geometry,3,graph matchings;geometry;Distance Between Points;Dijkstra;Shortest Path in DAG
user13976,Priority Queue,1,Distance Between Points;geometry;Max Flow;graph matchings;flows
user13982,,0,Polygon Area;geometry;Palindrome Detection;ternary search;1D DP
user13989,dsu;geometry;graph matchings,3,geometry;Max Flow;graph matchings;flows;dsu
user13990,,0,1D DP;String Matching;dp;Schedules;strings
user14002,,0,games;dsu;Permutations;combinatorics;Bitmask Enumeration
user14025,,0,geometry;flows;Priority Queue;dsu;Interval DP
user14034,Dijkstra;Distance Between Points;Max Flow;flows;geometry,5,Orientation Test;Distance Between Points;geometry;Max Flow;graph matchings
user14035,geometry,1,geometry;graph matchings;Shortest Path in DAG;dsu;Tree DFS
user14038,Distance Between Points;Priority Queue;geometry,3,Distance Between Points;geometry;Shortest Path in DAG;Priority Queue;Bipartite Graph Check
user14045,Distance Between Points;flows;geometry;graph matchings,4,Polygon Area;graph matchings;geometry;Dijkstra;flows
user14047,Dijkstra,1,graph matchings;Dijkstra;Priority Queue;flows;DFS
user14052,,0,dsu;Priority Queue;ternary search;Tree Diameter;Difference Array
user14059,divide and conquer,1,divide and conquer;trees;dp;constructive algorithms;string suffix structures
user14066,,0,dsu;hashing;graphs;divide and conquer;Coordinate Compression
user14071,binary search;brute force;data structures;divide and conquer;trees;two pointers,6,data structures;trees;binary search;two pointers;brute force
user14074,Priority Queue;flows;geometry,3,geometry;Priority Queue;flows;Topological Sort;dsu
user14086,BFS;Connected Components;Interval DP;Max Flow;Topological Sort;dsu;flows;geometry,8,Min Cut;Distance Between Points;geometry;graph matchings;Max Flow
user14089,trees,1,trees;shortest paths;dp;brute force;data structures
user14099,Brute Force Enumeration;Difference Array;Multiset;Simulation;Stack;data structures;dsu;implementation;two pointers,9,data structures;Multiset;Hash Map;dsu;Segment Tree
user14115,Binary Search on Answer;Binary Search on Array;Fenwick Tree;binary search;geometry;greedy;sortings;string suffix structures;two pointers,9,binary search;geometry;two pointers;sortings;greedy
user14122,Priority Queue;flows;geometry;graph matchings,4,Polygon Area;Distance Between Points;geometry;Max Flow;graph matchings
user14127,Binary Lifting;Brute Force Enumeration;Hash Map;Segment Tree;Simulation;binary search;brute force;constructive algorithms;data structures;divide and conquer;greedy;implementation;interactive;string suffix structures;trees;two pointers,16,data structures;constructive algorithms;Brute Force Enumeration;Hash Map;implementation
user14130,,0,geometry;Topological Sort;dsu;shortest paths;DFS
user14138,flows;graph matchings,2,Min Cut;graph matchings;flows;Bipartite Graph Check;dsu
user14147,Bipartite Graph Check;Dijkstra;Distance Between Points;Max Flow;Topological Sort;flows;geometry;graph matchings,8,Line Intersection;Distance Between Points;geometry;Max Flow;graph matchings
user14149,Bipartite Graph Check;Distance Between Points;flows;geometry;graph matchings,5,Polygon Area;Distance Between Points;geometry;Max Flow;graph matchings
user1415,binary search;geometry,2,geometry;binary search;Binary Search on Array;two pointers;greedy
user14150,Brute Force Enumeration;Ordered Set;Priority Queue;Simulation;constructive algorithms;data structures;interactive,7,data structures;Brute Force Enumeration;constructive algorithms;Fenwick Tree;Ordered Set
user14152,Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Greedy Sorting;binary search;bitmasks;brute force;combinatorics;constructive algorithms;data structures;games;greedy;implementation;math;number theory;probabilities;sortings;strings;trees;two pointers,20,binary search;greedy;two pointers;string suffix structures;brute force
user14158,Max Flow;Priority Queue;flows;geometry;graph matchings;shortest paths,6,geometry;Max Flow;graph matchings;Dijkstra;flows
user14167,,0,DP on DAG;Knapsack;graphs;trees;1D DP
user14168,Dijkstra;Priority Queue;flows;geometry,4,Distance Between Points;geometry;graph matchings;Dijkstra;flows
user14188,1D DP;Brute Force Enumeration;DP on DAG;Hash Map;Longest Increasing Subsequence;Segment Tree;Simulation;State Simulation;Tree DFS;brute force;constructive algorithms;data structures;divide and conquer;dp;implementation;interactive;shortest paths;trees;two pointers,19,data structures;Hash Map;dp;Recursion;Brute Force Enumeration
user14189,,0,flows;shortest paths;trees;divide and conquer;geometry
user14205,Activity Selection;Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Brute Force Enumeration;Greedy Sorting;Hash Map;Meet-in-the-middle;Two Pointers on Sorted Array;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;games;greedy;implementation;number theory;probabilities;sortings;strings;trees;two pointers,25,brute force;greedy;binary search;two pointers;string suffix structures
user14209,,0,geometry;DP on DAG;2-sat;Suffix Automaton;Tree DP
user1421,Priority Queue;dsu;flows;geometry,4,geometry;Priority Queue;flows;Topological Sort;dsu
user14232,Max Flow;Priority Queue;Tree DFS;data structures;flows;graphs;trees,7,Max Flow;shortest paths;Priority Queue;flows;graphs
user14239,Max Flow;flows;shortest paths,3,Max Flow;flows;Dijkstra;shortest paths;graphs
user14243,,0,flows;shortest paths;Max Flow;divide and conquer;Dijkstra
user14246,,0,data structures;Ordered Set;Hash Map;dsu;trees
user14266,,0,Trie;graphs;trees;Binary Search on Answer;strings
user14278,Distance Between Points;flows;geometry;graph matchings,4,Distance Between Points;geometry;graph matchings;Dijkstra;Shortest Path in DAG
user14285,Dijkstra;Distance Between Points;Max Flow;Polygon Area;flows;geometry;graph matchings,7,Polygon Area;Orientation Test;Distance Between Points;Convex Hull;geometry
user14287,Polygon Area;geometry,2,Polygon Area;geometry;Priority Queue;shortest paths;dsu
user14298,Convex Hull;Dijkstra;Distance Between Points;Line Intersection;Orientation Test;geometry,6,Line Intersection;Orientation Test;Distance Between Points;Convex Hull;geometry
user14302,,0,trees;divide and conquer;binary search;brute force;probabilities
user14305,Binary Search on Array;Greedy Sorting;Hash Map;Mo's Algorithm;Two Pointers on Sorted Array;binary search;brute force;data structures;divide and conquer;greedy;hashing;sortings;strings;trees;two pointers,15,binary search;string suffix structures;two pointers;Binary Search on Array;greedy
user14308,1D DP;2D DP;Bitmask DP;Longest Increasing Subsequence;Tree DFS;Tree DP;brute force;dp;shortest paths;trees,10,divide and conquer;dp;Tree DP;trees;brute force
user14328,,0,geometry;Combinations;Prefix Sum;dp;Segment Tree
user14336,Brute Force Enumeration;Segment Tree;Simulation;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;greedy;hashing;implementation;string suffix structures;strings;trees;two pointers,16,data structures;Hash Map;two pointers;trees;strings
user14342,DFS;Dijkstra;dsu,3,geometry;Max Flow;Dijkstra;flows;2-sat
user14346,Convex Hull;Dijkstra;Distance Between Points;Min Cut;Polygon Area;flows;geometry;graph matchings,8,Polygon Area;Orientation Test;Min Cut;Distance Between Points;Convex Hull
user14349,,0,dsu;graphs;1D DP;trees;dp
user14360,Priority Queue;geometry;graph matchings,3,Polygon Area;Distance Between Points;geometry;Max Flow;graph matchings
user14361,1D DP;Bitmask DP;Interval DP;Knapsack;Longest Common Subsequence;Longest Increasing Subsequence;Tree DP;Tree Diameter;bitmasks;brute force;data structures;divide and conquer;dp;trees,14,dp;divide and conquer;Meet-in-the-middle;fft;Tree DP
user14369,Bipartite Graph Check;Dijkstra;Distance Between Points;Max Flow;Priority Queue;flows;geometry;graph matchings,8,Line Intersection;Polygon Area;Distance Between Points;geometry;Max Flow
user14377,,0,Palindrome Detection;graphs;Modular Combinations;Difference Array;dp
user14393,Line Intersection;geometry,2,Line Intersection;geometry;Max Flow;flows;DFS
user14395,,0,graphs;trees;1D DP;Prefix Sum;dp
user14403,Convex Hull;Distance Between Points;Max Flow;Priority Queue;flows;geometry;graph matchings,7,Distance Between Points;Convex Hull;geometry;Max Flow;graph matchings
user14404,Connected Components;Dijkstra;Priority Queue;dsu;flows;geometry,6,Line Intersection;Orientation Test;Distance Between Points;geometry;graph matchings
user14406,geometry;graph matchings,2,geometry;graph matchings;flows;Priority Queue;Bipartite Graph Check
user14411,Dijkstra;Distance Between Points;Priority Queue;geometry,4,Orientation Test;Distance Between Points;geometry;graph matchings;Dijkstra
user14423,divide and conquer;flows;shortest paths;trees,4,shortest paths;flows;divide and conquer;trees;Max Flow
user14435,,0,Topological Sort;dsu;shortest paths;BFS;Lowest Common Ancestor
user14442,geometry,1,Polygon Area;flows;geometry;graph matchings;Priority Queue
user14450,,0,Priority Queue;geometry;dsu;shortest paths;DFS
user14454,Dijkstra;Max Flow;Priority Queue;flows;geometry;graph matchings,6,Distance Between Points;geometry;Max Flow;graph matchings;Dijkstra
user14477,Distance Between Points;geometry,2,Orientation Test;Max Flow;geometry;Distance Between Points;graph matchings
user14479,,0,Suffix Automaton;2D DP;hashing;graphs;Hash Map
user14488,,0,geometry;Bipartite Graph Check;dsu;shortest paths;Monotonic Stack
user1449,Bipartite Graph Check;Distance Between Points;Max Flow;Priority Queue;Topological Sort;flows;geometry;graph matchings,8,Polygon Area;Distance Between Points;geometry;Max Flow;graph matchings
user1450,Hash Map;Priority Queue;dsu,3,Multiset;Priority Queue;dsu;Queue;Hash Map
user14501,BFS;Connected Components;DFS;Dijkstra;Distance Between Points;Graph Representation;Priority Queue;dsu;geometry,9,Polygon Area;Distance Between Points;geometry;Dijkstra;Bipartite Graph Check
user14502,,0,geometry;Topological Sort;Queue;Tree DP;Tree DFS
user14527,Polygon Area;Priority Queue;geometry,3,Polygon Area;Distance Between Points;geometry;graph matchings;Priority Queue
user14533,Priority Queue;dsu;flows;geometry;graph matchings,5,Distance Between Points;geometry;Max Flow;graph matchings;flows
user1455,Distance Between Points;geometry,2,Distance Between Points;geometry;graph matchings;Priority Queue;dsu
user1456,,0,Distance Between Points;geometry;shortest paths;dsu;graphs
user14565,geometry,1,geometry;dsu;DP on DAG;Monotonic Stack;Tree DFS
user14576,,0,graph matchings;Dijkstra;flows;Cycle Detection;dsu
user14588,Distance Between Points;Max Flow;Priority Queue;dsu;flows;geometry;graph matchings,7,Distance Between Points;geometry;Max Flow;graph matchings;Shortest Path in DAG
user14592,flows,1,flows;Max Flow;geometry;shortest paths;Priority Queue
user14598,Bipartite Graph Check;Convex Hull;Dijkstra;Distance Between Points;Max Flow;Min Cut;Priority Queue;Topological Sort;flows;geometry;graph matchings,11,Polygon Area;Orientation Test;Min Cut;Distance Between Points;Convex Hull
user14601,BFS;Connected Components;DFS;DP on DAG;dsu;flows;geometry;graph matchings,8,Distance Between Points;geometry;graph matchings;Max Flow;Dijkstra
user14605,Connected Components;Distance Between Points;geometry;graph matchings,4,Orientation Test;Distance Between Points;geometry;graph matchings;Max Flow
user14607,,0,geometry;shortest paths;Distance Between Points;graph matchings;dsu
user14611,Priority Queue;geometry,2,Polygon Area;Distance Between Points;geometry;flows;Priority Queue
user14617,Min Cut;flows,2,Min Cut;flows;Priority Queue;Max Flow;dsu
user14622,geometry;graph matchings,2,geometry;Distance Between Points;graph matchings;flows;Shortest Path in DAG
user14633,dsu;flows;geometry,3,Distance Between Points;geometry;Max Flow;Priority Queue;flows
user14641,Bipartite Graph Check;Max Flow;Priority Queue;Shortest Path in DAG;flows;graph matchings,6,geometry;Max Flow;graph matchings;flows;Shortest Path in DAG
user14647,Cycle Detection;binary search;brute force;divide and conquer;flows;graphs;shortest paths;trees,8,graphs;shortest paths;flows;divide and conquer;trees
user1466,Backtracking;Brute Force Enumeration;DFS;Meet-in-the-middle;Priority Queue;Segment Tree;Simulation;State Simulation;Tree DFS;Tree DP;brute force;constructive algorithms;data structures;dp;graphs;greedy;implementation;interactive;shortest paths;string suffix structures;strings;trees;two pointers,23,shortest paths;flows;divide and conquer;graphs;trees
user14665,flows,1,flows;Binary Search on Answer;graphs;hashing;Binary Search on Array
user14670,Bipartite Graph Check;Convex Hull;Dijkstra;Line Intersection;flows;geometry,6,Line Intersection;Distance Between Points;geometry;Convex Hull;Dijkstra
user14674,,0,shortest paths;dsu;Edit Distance;DFS;Connected Components
user14677,dsu,1,geometry;dsu;BFS;shortest paths;2D DP
user1468,trees,1,trees;divide and conquer;data structures;dp;two pointers
user14690,BFS;DFS;Dijkstra;Distance Between Points;Graph Representation;Max Flow;Priority Queue;dsu;flows;geometry;graph matchings,11,Line Intersection;Polygon Area;Distance Between Points;geometry;graph matchings
user14694,Priority Queue;flows;geometry;graph matchings,4,geometry;Max Flow;graph matchings;flows;Priority Queue
user14695,,0,Distance Between Points;geometry;String Hashing;hashing;graphs
user14700,Max Flow;flows;geometry;graph matchings,4,Polygon Area;geometry;Max Flow;graph matchings;flows
user14710,2-sat;BFS;Bipartite Graph Check;DFS;Dijkstra;Max Flow;Min Cut;Orientation Test;Priority Queue;dsu;flows;geometry;graph matchings,13,Orientation Test;Min Cut;geometry;graph matchings;Max Flow
user14712,Dijkstra;Polygon Area;geometry,3,Polygon Area;Orientation Test;Convex Hull;geometry;Max Flow
user14718,BFS;Priority Queue;dsu;flows;geometry,5,geometry;Priority Queue;flows;DFS;dsu
user14719,,0,DFS;dsu;shortest paths;2D DP;graphs
user14730,Binary Search on Answer;Binary Search on Array;Max Flow;binary search;divide and conquer;flows;geometry;graph matchings;graphs;greedy;shortest paths;sortings;trees;two pointers,14,graphs;flows;binary search;shortest paths;divide and conquer
user14738,Distance Between Points;geometry;graph matchings,3,geometry;Distance Between Points;graph matchings;flows;Dijkstra
user14740,flows;geometry,2,Min Cut;geometry;Max Flow;graph matchings;flows
user14746,Tree DFS;Tree DP;brute force;divide and conquer;dp;flows;shortest paths;trees,8,divide and conquer;dp;trees;Meet-in-the-middle;Tree DP
user14776,Distance Between Points;geometry;graph matchings,3,Distance Between Points;geometry;graph matchings;Dijkstra;Bipartite Graph Check
user14789,Dijkstra;Priority Queue;flows;geometry;graph matchings,5,Orientation Test;Distance Between Points;geometry;Max Flow;graph matchings
user14796,Priority Queue,1,geometry;graph matchings;flows;Priority Queue;dsu
user14798,2D DP;DFS;geometry,3,Line Intersection;Orientation Test;geometry;Dijkstra;Bipartite Graph Check
user1480,Binary Lifting;Brute Force Enumeration;Hash Map;Meet-in-the-middle;Mo's Algorithm;Ordered Set;Segment Tree;Simulation;Sliding Window;String Matching;Tree DP;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;greedy;hashing;implementation;interactive;sortings;string suffix structures;strings;ternary search;trees;two pointers,27,strings;string suffix structures;hashing;Hash Map;two pointers
user14826,,0,Knapsack;Hash Map;Prefix Sum;interactive;Binary Search on Answer
user14827,,0,flows;divide and conquer;shortest paths;trees;Max Flow
user14835,Priority Queue;flows;geometry,3,Line Intersection;Min Cut;geometry;Max Flow;graph matchings
user14843,,0,Max Flow;flows;dsu;DFS;BFS
user14848,flows;geometry;graph matchings,3,Polygon Area;Max Flow;Distance Between Points;Dijkstra;graph matchings
user14849,geometry,1,flows;geometry;Orientation Test;shortest paths;divide and conquer
user1485,Bipartite Graph Check;Brute Force Enumeration;Connected Components;DFS;Fenwick Tree;Hash Map;Ordered Set;Priority Queue;Queue;Recursion;Segment Tree;Simulation;State Simulation;Tree DFS;Tree DP;brute force;constructive algorithms;data structures;divide and conquer;dp;flows;graph matchings;graphs;greedy;implementation;interactive;shortest paths;trees;two pointers,29,shortest paths;flows;divide and conquer;graphs;Max Flow
user14870,flows;geometry,2,geometry;Shortest Path in DAG;Priority Queue;flows;dsu
user14874,flows;geometry;graph matchings,3,Convex Hull;geometry;graph matchings;flows;Bipartite Graph Check
user14877,Bipartite Graph Check;flows;geometry;graph matchings,4,Polygon Area;Distance Between Points;geometry;Max Flow;graph matchings
user14878,Connected Components;dsu;flows;geometry,4,Distance Between Points;geometry;graph matchings;flows;Connected Components
user14894,Priority Queue;dsu;flows;geometry,4,Polygon Area;Distance Between Points;geometry;graph matchings;Shortest Path in DAG
user1490,1D DP;Bitmask DP;Brute Force Enumeration;Fenwick Tree;Longest Increasing Subsequence;Segment Tree;Simulation;Tree DP;bitmasks;brute force;data structures;divide and conquer;dp;fft;implementation;trees;two pointers,17,data structures;dp;brute force;Hash Map;Brute Force Enumeration
user14906,Priority Queue;geometry,2,geometry;flows;Dijkstra;Priority Queue;shortest paths
user14907,Max Flow;flows,2,Max Flow;flows;graph matchings;geometry;Priority Queue
user14908,Bipartite Graph Check;Distance Between Points;Line Intersection;geometry,4,Line Intersection;Distance Between Points;geometry;flows;Bipartite Graph Check
user1491,Bipartite Graph Check;DFS;Dijkstra;Max Flow;Priority Queue;dsu;flows;geometry,8,Distance Between Points;Convex Hull;geometry;graph matchings;Max Flow
user14914,geometry,1,Polygon Area;geometry;Topological Sort;shortest paths;dsu
user14918,,0,shortest paths;divide and conquer;Tree DP;trees;dp
user1497,Bipartite Graph Check;Dijkstra;flows;graph matchings,4,Orientation Test;Distance Between Points;geometry;Max Flow;graph matchings
user1511,,0,Polygon Area;geometry;graph matchings;flows;Priority Queue
user1523,2-sat;Bipartite Graph Check;Distance Between Points;Max Flow;Priority Queue;dsu;flows;geometry;graph matchings,9,Line Intersection;Orientation Test;Distance Between Points;geometry;Max Flow
user1526,BFS;Bipartite Graph Check;DFS;Dijkstra;Distance Between Points;Priority Queue;dsu;geometry;graph matchings,9,Line Intersection;Polygon Area;Distance Between Points;geometry;graph matchings
user1531,,0,Distance Between Points;geometry;Max Flow;graph matchings;flows
user1534,,0,geometry;flows;trees;Line Intersection;Multiset
user1551,,0,Tree DFS;graphs;Difference Array;Digit DP;Expected Value
user1553,Connected Components;DFS;Dijkstra;dsu;flows;geometry;graph matchings,7,Distance Between Points;geometry;graph matchings;Dijkstra;Shortest Path in DAG
user1554,Bipartite Graph Check;Distance Between Points;geometry;graph matchings,4,Distance Between Points;geometry;graph matchings;Bipartite Graph Check;dsu
user1565,flows;geometry,2,geometry;Max Flow;graph matchings;Dijkstra;Shortest Path in DAG
user1567,Binary Search on Array;Brute Force Enumeration;Hash Map;Segment Tree;Two Pointers on Sorted Array;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;greedy;hashing;implementation;sortings;strings;trees;two pointers,18,two pointers;data structures;binary search;trees;Fenwick Tree
user1607,Bipartite Graph Check;Connected Components;Priority Queue;dsu;flows;geometry,6,geometry;Dijkstra;Priority Queue;flows;Bipartite Graph Check
user161,,0,flows;trees;Tree DFS;Tree DP;Priority Queue
user1615,,0,divide and conquer;shortest paths;trees;dp;graph matchings
user1633,,0,dsu;DFS;graphs;fft;Stack
user1647,Dijkstra;Max Flow;Priority Queue;flows;geometry;graph matchings,6,Distance Between Points;Convex Hull;geometry;Max Flow;graph matchings
user1650,divide and conquer;dp;trees,3,divide and conquer;trees;dp;flows;shortest paths
user1654,2-sat;BFS;Connected Components;DFS;Dijkstra;Line Intersection;Max Flow;Orientation Test;Priority Queue;dsu;flows;geometry;graph matchings,13,Line Intersection;Polygon Area;Orientation Test;Convex Hull;Min Cut
user1658,Max Flow;flows;geometry;graph matchings,4,geometry;Max Flow;graph matchings;Dijkstra;flows
user1666,,0,flows;Max Flow;shortest paths;Priority Queue;trees
user1672,Brute Force Enumeration;Simulation;State Simulation;brute force;constructive algorithms;data structures;dsu;hashing;implementation;strings;trees;two pointers,12,data structures;Brute Force Enumeration;Simulation;two pointers;interactive
user1679,,0,flows;constructive algorithms;interactive;shortest paths;Brute Force Enumeration
user1686,Brute Force Enumeration;Fenwick Tree;Hash Map;Segment Tree;Simulation;Sliding Window;Two Pointers on Sorted Array;binary search;constructive algorithms;data structures;flows;greedy;implementation;interactive;sortings;string suffix structures;two pointers,17,Fenwick Tree;two pointers;Multiset;data structures;Hash Map
user1688,Bipartite Graph Check;Distance Between Points;Max Flow;Priority Queue;flows;geometry;graph matchings,7,Distance Between Points;geometry;Max Flow;graph matchings;Dijkstra
user1701,Bipartite Graph Check;Convex Hull;Dijkstra;Distance Between Points;Max Flow;Priority Queue;dsu;flows;geometry;graph matchings,10,Orientation Test;Distance Between Points;Convex Hull;geometry;Max Flow
user1703,Dijkstra;Max Flow;flows;graph matchings,4,geometry;Max Flow;graph matchings;Dijkstra;flows
user1713,geometry,1,geometry;flows;shortest paths;dsu;Connected Components
user1722,Polygon Area;Priority Queue;dsu;flows;geometry,5,Polygon Area;Distance Between Points;geometry;Dijkstra;flows
