student_id,weak_kcs,n_weak,weakest_5
user13331,Distance Between Points;geometry;graph matchings,3,geometry;Distance Between Points;graph matchings;Max Flow;flows
user13332,,0,geometry;hashing;graphs;Hash Map;Priority Queue
user13333,Line Intersection;Max Flow;geometry;graph matchings,4,Line Intersection;geometry;Distance Between Points;graph matchings;Max Flow
user13348,Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Prime Factorization;binary search;bitmasks;brute force;constructive algorithms;greedy;math;number theory;string suffix structures,12,binary search;Binary Search on Answer;Bitmask Enumeration;bitmasks;Binary Search on Array
user13349,,0,graph matchings;Interval DP;Tree Diameter;graphs;2D DP
user13353,,0,2-sat;Strongly Connected Components;2D DP;hashing;ternary search
user13361,,0,Hash Map;ternary search;trees;hashing;Tree Diameter
user13382,1D DP;2D DP;Bitmask DP;DP on DAG;Digit DP;Hash Map;Recursion;Segment Tree;Tree DP;binary search;bitmasks;brute force;data structures;divide and conquer;dp;greedy;shortest paths;sortings;string suffix structures;trees;two pointers,21,dp;divide and conquer;Meet-in-the-middle;Tree DP;data structures
user13384,Bipartite Graph Check;Convex Hull;geometry;graph matchings,4,graph matchings;2-sat;geometry;Bipartite Graph Check;Convex Hull
user13405,binary search;brute force;divide and conquer;dp;trees,5,trees;divide and conquer;binary search;brute force;dp
user13411,,0,graph matchings;flows;geometry;Polygon Area;Dijkstra
user13412,Distance Between Points;Min Cut;geometry;graph matchings,4,Min Cut;Orientation Test;geometry;Convex Hull;Distance Between Points
user13417,,0,Hash Map;flows;trees;hashing;geometry
user1342,,0,Priority Queue;dsu;Max Flow;Monotonic Stack;Dijkstra
user13424,flows,1,flows;graph matchings;ternary search;geometry;Dijkstra
user13425,,0,flows;geometry;graph matchings;Binary Lifting;Binary Search on Answer
user13449,,0,ternary search;data structures;Binary Search on Answer;dsu;number theory
user13460,,0,dsu;Binary Search on Answer;Fenwick Tree;data structures;interactive
user13466,,0,Max Flow;ternary search;2-sat;flows;shortest paths
user13467,,0,divide and conquer;graphs;trees;dp;binary search
user13469,Hash Map;Segment Tree;Sliding Window;Two Pointers on Sorted Array;data structures;sortings;two pointers,7,Fenwick Tree;two pointers;Sqrt Decomposition;data structures;Sliding Window
user13478,geometry,1,flows;geometry;ternary search;dsu;graphs
user13482,Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Two Pointers on Sorted Array;binary search;bitmasks;brute force;combinatorics;constructive algorithms;data structures;divide and conquer;games;graphs;greedy;implementation;math;number theory;probabilities;sortings;trees;two pointers,21,brute force;bitmasks;binary search;two pointers;greedy
user13485,flows;geometry;graph matchings,3,Orientation Test;geometry;Distance Between Points;graph matchings;Max Flow
user13487,Binary Search on Array;Bitmask Enumeration;binary search;bitmasks;brute force;data structures;games;greedy;implementation;math;number theory;sortings;string suffix structures;trees;two pointers,15,binary search;brute force;two pointers;greedy;bitmasks
user13491,,0,Binary Lifting;Binary Search on Answer;Bitmask Enumeration;dsu;Dijkstra
user13504,Max Flow;geometry;graph matchings,3,geometry;graph matchings;Max Flow;Distance Between Points;flows
user13506,,0,Edit Distance;Longest Common Subsequence;graphs;shortest paths;Binary Search on Array
user13510,,0,ternary search;Priority Queue;dsu;trees;Binary Search on Answer
user13519,Max Flow;geometry,2,geometry;Max Flow;flows;2-sat;Bipartite Graph Check
user13532,geometry;graph matchings,2,graph matchings;geometry;flows;Distance Between Points;Binary Lifting
user13533,geometry,1,geometry;Distance Between Points;Interval DP;2D DP;Dijkstra
user13541,,0,2D DP;graphs;hashing;dsu;Custom Comparator Sorting
user13544,Bitmask Enumeration;Combinations;Divisors;Expected Value;Fast Exponentiation;Inclusion-Exclusion;Modular Arithmetic;Modular Combinations;Permutations;Prime Factorization;Prime Sieve;bitmasks;brute force;chinese remainder theorem;combinatorics;games;math;matrices;number theory;probabilities;ternary search;trees,22,combinatorics;games;number theory;probabilities;Permutations
user13545,,0,trees;binary search;ternary search;divide and conquer;Binary Search on Answer
user13556,geometry,1,Polygon Area;geometry;graph matchings;Distance Between Points;2-sat
user13562,Binary Lifting;trees,2,trees;Binary Lifting;flows;shortest paths;Tree Diameter
user13575,Convex Hull;Distance Between Points;Line Intersection;Max Flow;Min Cut;Orientation Test;Polygon Area;geometry;graph matchings,9,Min Cut;Line Intersection;Orientation Test;Polygon Area;geometry
user13584,geometry,1,geometry;flows;2-sat;2D DP;Dijkstra
user13591,,0,graph matchings;geometry;Priority Queue;shortest paths;Polygon Area
user13596,Distance Between Points;geometry,2,geometry;Distance Between Points;graph matchings;Max Flow;flows
user13604,1D DP;Brute Force Enumeration;Connected Components;Graph Representation;Longest Increasing Subsequence;Tree DFS;Tree DP;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;graphs;implementation;shortest paths;trees,17,divide and conquer;dp;brute force;shortest paths;DP on DAG
user13611,1D DP;Binary Lifting;DFS;Knapsack;Longest Increasing Subsequence;Tree DFS;Tree DP;divide and conquer;dp;trees,10,Tree DP;dp;fft;Interval DP;Knapsack
user13614,,0,flows;geometry;graphs;shortest paths;Hash Map
user13625,,0,ternary search;graphs;binary search;dp;interactive
user13631,,0,geometry;flows;dsu;graphs;trees
user13643,,0,Min Cut;Line Intersection;geometry;Orientation Test;flows
user13651,Distance Between Points;Orientation Test;geometry;graph matchings,4,Orientation Test;geometry;graph matchings;Distance Between Points;Bipartite Graph Check
user13676,,0,trees;Monotonic Stack;interactive;constructive algorithms;dsu
user13678,,0,geometry;Polygon Area;Tree DFS;trees;graphs
user13679,brute force;constructive algorithms;divide and conquer;flows;graphs;shortest paths;trees,7,divide and conquer;trees;graphs;flows;shortest paths
user13692,,0,geometry;Polygon Area;2-sat;Bipartite Graph Check;2D DP
user13694,,0,Priority Queue;geometry;DFS;Connected Components;dsu
user1371,,0,graph matchings;flows;Shortest Path in DAG;Dijkstra;BFS
user13718,Binary Search on Answer;Binary Search on Array;binary search;bitmasks;brute force;divide and conquer;dp;fft;greedy;string suffix structures;two pointers,11,binary search;divide and conquer;dp;Binary Search on Array;brute force
user13720,1D DP;2D DP;Binary Lifting;Bitmask DP;Fenwick Tree;Multiset;Ordered Set;Segment Tree;Tree DP;brute force;data structures;divide and conquer;dp,13,dp;Multiset;Fenwick Tree;data structures;Bitmask DP
user13733,geometry,1,Line Intersection;geometry;Distance Between Points;graph matchings;Max Flow
user13736,Convex Hull;Max Flow;geometry,3,Orientation Test;geometry;Convex Hull;graph matchings;Max Flow
user13744,,0,geometry;flows;Min Cut;graphs;Binary Lifting
user13770,Line Intersection;Max Flow;geometry;graph matchings,4,Line Intersection;geometry;graph matchings;Max Flow;flows
user13773,binary search;brute force;data structures;divide and conquer;dp;trees,6,divide and conquer;trees;brute force;dp;data structures
user13779,,0,ternary search;Multiset;shortest paths;trees;Binary Search on Answer
user13780,flows,1,flows;Max Flow;graph matchings;geometry;Polygon Area
user13784,,0,Hash Map;Multiset;Ordered Set;graph matchings;graphs
user13788,trees,1,trees;Binary Lifting;shortest paths;graphs;Hash Map
user13797,Distance Between Points;geometry;graph matchings,3,Polygon Area;geometry;graph matchings;flows;Distance Between Points
user13804,,0,graph matchings;graphs;Binary Lifting;Bipartite Graph Check;shortest paths
user13809,divide and conquer;games;graphs;trees,4,trees;graphs;divide and conquer;games;shortest paths
user1381,,0,binary search;Fenwick Tree;Binary Search on Array;two pointers;ternary search
user13816,geometry,1,geometry;flows;2D DP;Hash Map;Monotonic Stack
user13819,Orientation Test;geometry;graph matchings,3,Line Intersection;graph matchings;Orientation Test;geometry;Distance Between Points
user13822,,0,geometry;Polygon Area;Distance Between Points;Priority Queue;Strongly Connected Components
user13831,Distance Between Points;geometry,2,geometry;Distance Between Points;graph matchings;Interval DP;2D DP
user13847,ternary search,1,ternary search;dsu;Multiset;Hash Map;Monotonic Stack
user13855,,0,ternary search;shortest paths;Multiset;Binary Search on Answer;DP on DAG
user13856,Distance Between Points;Line Intersection;Max Flow;geometry;graph matchings,5,Line Intersection;Polygon Area;geometry;Distance Between Points;graph matchings
user13858,Line Intersection;Orientation Test;geometry,3,Line Intersection;geometry;Orientation Test;flows;graph matchings
user13888,,0,flows;Priority Queue;dsu;Cycle Detection;geometry
user13898,flows;graph matchings,2,Max Flow;flows;graph matchings;geometry;Priority Queue
user13911,Activity Selection;Binary Search on Answer;Binary Search on Array;Brute Force Enumeration;Greedy Sorting;Prime Sieve;Two Pointers on Sorted Array;binary search;bitmasks;brute force;combinatorics;constructive algorithms;data structures;divide and conquer;games;greedy;implementation;math;number theory;probabilities;sortings;strings;trees;two pointers,24,binary search;brute force;bitmasks;greedy;games
user13924,geometry,1,geometry;Max Flow;flows;2D DP;Knapsack
user13925,Convex Hull;Distance Between Points;Max Flow;geometry;graph matchings,5,Min Cut;Convex Hull;geometry;Distance Between Points;Max Flow
user13931,Max Flow;flows;graph matchings,3,Max Flow;flows;graph matchings;Priority Queue;shortest paths
user13937,Bitmask Enumeration;Brute Force Enumeration;Difference Array;Fast Exponentiation;Monotonic Stack;Permutations;Prefix Sum;Priority Queue;Segment Tree;Simulation;State Simulation;binary search;bitmasks;brute force;combinatorics;constructive algorithms;data structures;dsu;games;greedy;implementation;interactive;math;number theory;probabilities;trees;two pointers,27,data structures;implementation;brute force;bitmasks;math
user13941,,0,flows;Max Flow;Interval DP;2D DP;hashing
user13958,Tree DFS;bitmasks;brute force;divide and conquer;trees,5,trees;brute force;bitmasks;Tree DFS;divide and conquer
user13969,graphs;shortest paths;ternary search,3,shortest paths;graphs;ternary search;flows;divide and conquer
user13976,,0,graph matchings;Max Flow;flows;geometry;hashing
user13982,,0,Polygon Area;geometry;ternary search;1D DP;Palindrome Detection
user13989,geometry;graph matchings,2,geometry;graph matchings;Max Flow;flows;2-sat
user13990,,0,dp;games;Binary Search on Array;binary search;Schedules
user14002,,0,games;Permutations;combinatorics;number theory;Ordered Set
user14025,,0,geometry;flows;Priority Queue;Interval DP;dsu
user14034,Max Flow;flows,2,Max Flow;graph matchings;flows;Bipartite Graph Check;2-sat
user14035,geometry,1,geometry;graph matchings;Shortest Path in DAG;Interval DP;Knapsack
user14038,Distance Between Points;geometry,2,geometry;Distance Between Points;Bipartite Graph Check;Shortest Path in DAG;Priority Queue
user14045,flows,1,flows;graphs;shortest paths;graph matchings;2-sat
user14047,,0,flows;graph matchings;graphs;shortest paths;Tree Diameter
user14052,,0,ternary search;dsu;Priority Queue;Hash Map;Binary Search on Answer
user14059,,0,constructive algorithms;trees;dp;ternary search;brute force
user14066,,0,dsu;hashing;graphs;Binary Search on Answer;dp
user14071,Brute Force Enumeration;Simulation;Tree DFS;Tree DP;binary search;brute force;constructive algorithms;data structures;divide and conquer;dp;implementation;trees;two pointers,13,trees;divide and conquer;data structures;brute force;dp
user14074,geometry,1,geometry;flows;Priority Queue;Interval DP;2D DP
user14086,Max Flow;flows;geometry,3,Min Cut;geometry;Distance Between Points;graph matchings;Max Flow
user14089,,0,binary search;Binary Search on Answer;shortest paths;trees;constructive algorithms
user14099,Bitmask Enumeration;Brute Force Enumeration;Difference Array;Multiset;Prefix Sum;Simulation;Stack;bitmasks;constructive algorithms;data structures;dsu;implementation;interactive,13,data structures;dsu;Multiset;Monotonic Stack;Stack
user14115,graphs,1,graphs;Binary Search on Array;shortest paths;divide and conquer;binary search
user14122,flows;geometry;graph matchings,3,Polygon Area;geometry;Distance Between Points;graph matchings;Max Flow
user14127,Binary Lifting;Brute Force Enumeration;Dijkstra;Meet-in-the-middle;Monotonic Queue;Prefix Sum;Priority Queue;Simulation;Stack;Tree DFS;brute force;constructive algorithms;data structures;divide and conquer;dp;dsu;interactive;ternary search;trees,19,Binary Lifting;trees;Monotonic Queue;dsu;interactive
user14130,,0,geometry;Interval DP;Ordered Set;Strongly Connected Components;Hash Map
user14138,flows;graph matchings,2,Min Cut;graph matchings;flows;Bipartite Graph Check;Cycle Detection
user14147,Distance Between Points;Max Flow;geometry;graph matchings,4,Line Intersection;geometry;Distance Between Points;graph matchings;Max Flow
user14149,geometry,1,geometry;Polygon Area;graph matchings;Distance Between Points;Max Flow
user1415,Bitmask Enumeration;bitmasks;brute force;divide and conquer;geometry,5,geometry;bitmasks;brute force;divide and conquer;Bitmask Enumeration
user14150,divide and conquer;dsu;shortest paths;trees,4,trees;dsu;shortest paths;divide and conquer;Priority Queue
user14152,Binary Search on Answer;Binary Search on Array;Bitmask Enumeration;Hash Map;Ordered Set;Permutations;binary search;bitmasks;brute force;combinatorics;data structures;games;greedy;implementation;math;number theory;probabilities;sortings;trees;two pointers,20,two pointers;brute force;binary search;bitmasks;data structures
user14158,Max Flow;flows;geometry;graph matchings,4,graph matchings;Max Flow;flows;2-sat;Bipartite Graph Check
user14167,,0,Knapsack;DP on DAG;dp;trees;1D DP
user14168,flows;geometry,2,geometry;flows;graph matchings;Distance Between Points;2-sat
user14188,1D DP;Bitmask Enumeration;Brute Force Enumeration;DP on DAG;Hash Map;Longest Increasing Subsequence;Segment Tree;Two Pointers on Sorted Array;bitmasks;brute force;data structures;divide and conquer;dp;dsu;greedy;shortest paths;trees;two pointers,18,dp;data structures;brute force;divide and conquer;Hash Map
user14189,,0,ternary search;trees;Binary Lifting;binary search;graphs
user14205,Binary Search on Array;Bitmask Enumeration;Brute Force Enumeration;Hash Map;Meet-in-the-middle;binary search;bitmasks;brute force;combinatorics;constructive algorithms;data structures;divide and conquer;games;graphs;greedy;implementation;math;number theory;probabilities;shortest paths;sortings;trees;two pointers,23,brute force;two pointers;data structures;bitmasks;games
user14209,,0,geometry;2-sat;Strongly Connected Components;2D DP;DP on DAG
user1421,geometry,1,geometry;flows;Priority Queue;Multiset;Hash Map
user14232,Max Flow;Priority Queue;Simulation;Tree DFS;data structures;flows;graphs;trees,8,Priority Queue;Dijkstra;Max Flow;shortest paths;flows
user14239,Max Flow;flows,2,flows;Max Flow;graphs;shortest paths;Dijkstra
user14243,,0,Binary Lifting;trees;Tree Diameter;Tree DFS;graphs
user14246,,0,bitmasks;trees;brute force;data structures;Binary Lifting
user14266,,0,graphs;interactive;Binary Search on Answer;Trie;trees
user14278,flows;graph matchings,2,flows;graph matchings;Dijkstra;Shortest Path in DAG;Priority Queue
user14285,Distance Between Points;Max Flow;Polygon Area;flows;geometry;graph matchings,6,Orientation Test;Polygon Area;graph matchings;Convex Hull;Max Flow
user14287,,0,geometry;Polygon Area;Binary Lifting;hashing;Sparse Table
user14298,Convex Hull;Distance Between Points;Line Intersection;Orientation Test;geometry,5,Line Intersection;Orientation Test;geometry;Convex Hull;Distance Between Points
user14302,binary search,1,binary search;games;bitmasks;ternary search;brute force
user14305,Activity Selection;Binary Search on Array;Brute Force Enumeration;Greedy Sorting;Hash Map;Interval Scheduling;Mo's Algorithm;Segment Tree;Simulation;Tree DFS;Two Pointers on Sorted Array;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;greedy;implementation;sortings;strings;trees;two pointers,24,binary search;two pointers;greedy;data structures;trees
user14308,1D DP;2D DP;Bitmask DP;Hash Map;Longest Increasing Subsequence;Tree DFS;Tree DP;bitmasks;brute force;data structures;dp;hashing;strings;trees,14,dp;divide and conquer;brute force;Tree DP;trees
user14328,,0,geometry;dp;Segment Tree;data structures;binary search
user14336,Brute Force Enumeration;Simulation;String Matching;Tree DFS;Tree DP;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;hashing;implementation;interactive;string suffix structures;strings;ternary search;trees,19,strings;hashing;constructive algorithms;string suffix structures;String Matching
user14342,,0,geometry;Max Flow;flows;2-sat;2D DP
user14346,2-sat;Min Cut;Strongly Connected Components;flows;graph matchings;graphs,6,Min Cut;graph matchings;flows;2-sat;Bipartite Graph Check
user14349,,0,dsu;graphs;trees;binary search;Binary Search on Array
user14360,,0,Max Flow;flows;geometry;graph matchings;Priority Queue
user14361,1D DP;Bitmask DP;Interval DP;Knapsack;Longest Common Subsequence;Longest Increasing Subsequence;Tree DP;Tree Diameter;bitmasks;brute force;divide and conquer;dp;trees,13,dp;divide and conquer;Meet-in-the-middle;fft;Tree DP
user14369,Max Flow;flows;graph matchings,3,Max Flow;graph matchings;flows;Line Intersection;geometry
user14377,,0,graphs;Combinations;interactive;dp;Modular Combinations
user14393,,0,Line Intersection;Max Flow;geometry;flows;Monotonic Stack
user14395,,0,data structures;trees;two pointers;Binary Search on Array;graphs
user14403,Convex Hull;Distance Between Points;Max Flow;geometry,4,geometry;Distance Between Points;Convex Hull;Max Flow;graph matchings
user14404,geometry,1,Line Intersection;geometry;Orientation Test;graph matchings;Distance Between Points
user14406,geometry,1,geometry;graph matchings;flows;2-sat;Bipartite Graph Check
user14411,Distance Between Points;geometry,2,Orientation Test;geometry;Distance Between Points;graph matchings;flows
user14423,Connected Components;DFS;Max Flow;graphs;shortest paths,5,shortest paths;graphs;DFS;2-sat;Connected Components
user14435,,0,Strongly Connected Components;Topological Sort;Ordered Set;dsu;Lowest Common Ancestor
user14442,,0,flows;Multiset;Hash Map;trees;divide and conquer
user14450,,0,shortest paths;graphs;Priority Queue;ternary search;trees
user14454,,0,Max Flow;geometry;graph matchings;flows;Distance Between Points
user14477,,0,Max Flow;flows;ternary search;graph matchings;Binary Search on Answer
user14479,,0,graphs;Hash Map;ternary search;2D DP;data structures
user14488,,0,shortest paths;Bipartite Graph Check;graphs;dsu;Monotonic Stack
user1449,Bipartite Graph Check;Distance Between Points;Max Flow;flows;geometry;graph matchings,6,Polygon Area;graph matchings;Max Flow;geometry;Distance Between Points
user1450,,0,Multiset;Hash Map;hashing;Ordered Set;dsu
user14501,Distance Between Points;geometry,2,Polygon Area;geometry;Distance Between Points;flows;2-sat
user14502,,0,geometry;Strongly Connected Components;Topological Sort;Tree DFS;graphs
user14527,Polygon Area;geometry,2,graph matchings;Polygon Area;geometry;Distance Between Points;Priority Queue
user14533,geometry;graph matchings,2,geometry;Distance Between Points;graph matchings;Max Flow;flows
user1455,geometry,1,graph matchings;geometry;Priority Queue;Distance Between Points;Interval DP
user1456,,0,geometry;shortest paths;Ordered Set;graphs;dsu
user14565,,0,geometry;2D DP;ternary search;Tree DFS;Hash Map
user14576,,0,graph matchings;flows;Dijkstra;Cycle Detection;shortest paths
user14588,Distance Between Points;Max Flow;geometry;graph matchings,4,geometry;Distance Between Points;Max Flow;graph matchings;flows
user14592,,0,Max Flow;geometry;flows;graph matchings;Interval DP
user14598,Bipartite Graph Check;Max Flow;Min Cut;flows;graph matchings,5,Min Cut;graph matchings;Max Flow;flows;Bipartite Graph Check
user14601,flows;geometry;graph matchings,3,geometry;Distance Between Points;graph matchings;Max Flow;flows
user14605,Distance Between Points;geometry;graph matchings,3,Orientation Test;geometry;Distance Between Points;graph matchings;Max Flow
user14607,,0,geometry;Distance Between Points;Binary Search on Answer;Binary Search on Array;ternary search
user14611,geometry,1,Polygon Area;geometry;Distance Between Points;flows;Priority Queue
user14617,,0,geometry;2D DP;Min Cut;Line Intersection;Orientation Test
user14622,2-sat;geometry;graph matchings,3,graph matchings;geometry;Distance Between Points;2-sat;Priority Queue
user14633,geometry,1,geometry;Distance Between Points;Max Flow;flows;Ordered Set
user14641,Max Flow;graph matchings,2,graph matchings;Max Flow;flows;Bipartite Graph Check;Cycle Detection
user14647,BFS;Cycle Detection;DFS;Distance Between Points;Graph Representation;Tree DFS;divide and conquer;geometry;graphs;trees,10,graphs;trees;DFS;Cycle Detection;divide and conquer
user1466,Backtracking;Brute Force Enumeration;Connected Components;DFS;Meet-in-the-middle;Prefix Sum;Priority Queue;Segment Tree;Simulation;State Simulation;Tree DFS;Tree DP;binary search;brute force;constructive algorithms;data structures;dp;graphs;greedy;hashing;implementation;interactive;shortest paths;string suffix structures;strings;trees;two pointers,27,divide and conquer;constructive algorithms;trees;shortest paths;implementation
user14665,,0,flows;Binary Search on Answer;graphs;dp;Strongly Connected Components
user14670,Line Intersection;flows;geometry,3,flows;Line Intersection;geometry;Distance Between Points;Convex Hull
user14674,,0,2-sat;ternary search;Edit Distance;Binary Search on Answer;interactive
user14677,,0,geometry;2D DP;Ordered Set;Coordinate Compression;Hash Map
user1468,data structures;two pointers,2,two pointers;data structures;binary search;divide and conquer;dp
user14690,Distance Between Points;Max Flow;geometry;graph matchings,4,Line Intersection;Polygon Area;geometry;Distance Between Points;graph matchings
user14694,flows;graph matchings,2,Max Flow;flows;graph matchings;geometry;Priority Queue
user14695,,0,geometry;graphs;Distance Between Points;ternary search;String Hashing
user14700,Max Flow;graph matchings,2,Max Flow;graph matchings;flows;Binary Lifting;Cycle Detection
user14710,Max Flow;Min Cut;Orientation Test;geometry;graph matchings,5,Min Cut;Orientation Test;geometry;graph matchings;Max Flow
user14712,Polygon Area;geometry,2,Orientation Test;Polygon Area;geometry;Convex Hull;Max Flow
user14718,flows;geometry,2,geometry;flows;Ordered Set;Priority Queue;hashing
user14719,,0,2D DP;dsu;graphs;shortest paths;trees
user14730,Activity Selection;Binary Search on Answer;Binary Search on Array;Custom Comparator Sorting;Fenwick Tree;Greedy Sorting;Max Flow;Mo's Algorithm;Tree DFS;Tree Diameter;Two Pointers on Sorted Array;binary search;constructive algorithms;data structures;divide and conquer;flows;graphs;greedy;shortest paths;sortings;trees;two pointers,22,binary search;trees;greedy;Binary Search on Array;sortings
user14738,,0,geometry;Distance Between Points;graph matchings;flows;2-sat
user14740,2-sat;Strongly Connected Components;flows,3,Min Cut;Max Flow;graph matchings;flows;2-sat
user14746,1D DP;Knapsack;Topological Sort;Tree DFS;Tree DP;binary search;brute force;constructive algorithms;divide and conquer;dp;graphs;hashing;shortest paths;strings;trees,15,divide and conquer;dp;Meet-in-the-middle;strings;hashing
user14776,geometry;graph matchings,2,geometry;graph matchings;Distance Between Points;Bipartite Graph Check;Interval DP
user14789,geometry,1,geometry;Orientation Test;Distance Between Points;Max Flow;graph matchings
user14796,,0,geometry;graph matchings;flows;Priority Queue;2D DP
user14798,geometry,1,Line Intersection;Orientation Test;geometry;flows;Bipartite Graph Check
user1480,Binary Lifting;Binary Search on Answer;Binary Search on Array;Brute Force Enumeration;Hash Map;Meet-in-the-middle;Mo's Algorithm;Ordered Set;Simulation;String Matching;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;greedy;hashing;implementation;interactive;sortings;string suffix structures;strings;ternary search;trees;two pointers,27,strings;string suffix structures;hashing;binary search;String Matching
user14826,,0,Knapsack;Hash Map;Binary Search on Answer;interactive;Binary Search on Array
user14827,,0,trees;flows;divide and conquer;ternary search;dp
user14835,geometry,1,Line Intersection;geometry;Min Cut;graph matchings;Max Flow
user14843,,0,Max Flow;flows;shortest paths;graphs;hashing
user14848,,0,flows;Max Flow;Multiset;geometry;Hash Map
user14849,,0,geometry;flows;ternary search;binary search;Binary Search on Answer
user1485,Bellman-Ford;Bipartite Graph Check;Brute Force Enumeration;Connected Components;Cycle Detection;DFS;Fenwick Tree;Graph Representation;Hash Map;Monotonic Stack;Ordered Set;Prefix Sum;Priority Queue;Queue;Segment Tree;Simulation;Stack;Tree DFS;brute force;constructive algorithms;data structures;divide and conquer;dp;dsu;flows;graph matchings;graphs;greedy;implementation;interactive;shortest paths;trees;two pointers,33,shortest paths;graphs;flows;Max Flow;Priority Queue
user14870,flows;shortest paths,2,flows;Shortest Path in DAG;Priority Queue;shortest paths;graphs
user14874,geometry;graph matchings,2,Convex Hull;geometry;graph matchings;Bipartite Graph Check;Strongly Connected Components
user14877,geometry;graph matchings,2,graph matchings;Max Flow;Polygon Area;geometry;flows
user14878,flows;geometry,2,graph matchings;flows;geometry;Distance Between Points;2D DP
user14894,flows;geometry,2,Polygon Area;geometry;Distance Between Points;graph matchings;flows
user1490,1D DP;Bitmask DP;Brute Force Enumeration;Fenwick Tree;Longest Increasing Subsequence;Priority Queue;Segment Tree;Simulation;Tree DFS;Tree DP;brute force;data structures;divide and conquer;dp;dsu;fft;shortest paths;trees,18,dp;Bitmask DP;Tree DP;1D DP;divide and conquer
user14906,,0,flows;geometry;hashing;Priority Queue;Binary Search on Answer
user14907,flows,1,flows;Max Flow;ternary search;Priority Queue;shortest paths
user14908,Distance Between Points;Line Intersection;geometry,3,Line Intersection;geometry;Distance Between Points;flows;Bipartite Graph Check
user1491,Max Flow;geometry,2,geometry;Convex Hull;Distance Between Points;graph matchings;Max Flow
user14914,geometry,1,Polygon Area;geometry;Strongly Connected Components;2D DP;Topological Sort
user14918,,0,binary search;Binary Search on Answer;trees;dp;Binary Search on Array
user1497,Bipartite Graph Check;flows;graph matchings,3,Orientation Test;graph matchings;geometry;Max Flow;Distance Between Points
user1511,,0,graph matchings;Polygon Area;flows;geometry;Priority Queue
user1523,Distance Between Points;Max Flow;geometry;graph matchings,4,Line Intersection;Orientation Test;geometry;Distance Between Points;graph matchings
user1526,Distance Between Points;geometry;graph matchings,3,Line Intersection;Polygon Area;geometry;Distance Between Points;graph matchings
user1531,,0,Max Flow;flows;graph matchings;Binary Lifting;Priority Queue
user1534,,0,Multiset;geometry;ternary search;Bitmask Enumeration;bitmasks
user1551,,0,graphs;trees;Tree DFS;divide and conquer;binary search
user1553,flows;graph matchings,2,graph matchings;flows;2-sat;ternary search;Priority Queue
user1554,Distance Between Points;geometry;graph matchings,3,geometry;Distance Between Points;graph matchings;Bipartite Graph Check;graphs
user1565,,0,geometry;Max Flow;graph matchings;flows;Ordered Set
user1567,Binary Search on Array;Bitmask Enumeration;Brute Force Enumeration;Hash Map;Meet-in-the-middle;Segment Tree;Tree DFS;Tree Diameter;Two Pointers on Sorted Array;binary search;bitmasks;brute force;constructive algorithms;data structures;divide and conquer;dp;games;graphs;greedy;implementation;number theory;shortest paths;sortings;strings;trees;two pointers,26,two pointers;data structures;brute force;trees;divide and conquer
user1607,geometry,1,geometry;flows;Bipartite Graph Check;Priority Queue;2D DP
user161,Meet-in-the-middle;dp;graphs;trees,4,dp;trees;graphs;Meet-in-the-middle;flows
user1615,,0,binary search;shortest paths;divide and conquer;trees;dp
user1633,,0,graphs;divide and conquer;fft;binary search;DFS
user1647,geometry,1,geometry;graph matchings;flows;Max Flow;Convex Hull
user1650,brute force;divide and conquer;dp,3,brute force;divide and conquer;dp;binary search;bitmasks
user1654,Line Intersection;Max Flow;Orientation Test;geometry;graph matchings,5,Min Cut;Line Intersection;Orientation Test;Polygon Area;geometry
user1658,Max Flow;geometry;graph matchings,3,geometry;graph matchings;Max Flow;flows;2-sat
user1666,,0,Max Flow;ternary search;flows;graph matchings;Priority Queue
user1672,Brute Force Enumeration;Simulation;State Simulation;bitmasks;brute force;constructive algorithms;data structures;dsu;implementation;number theory,10,Prefix Sum;interactive;dsu;constructive algorithms;Simulation
user1679,,0,ternary search;dsu;Priority Queue;Queue;Binary Search on Answer
user1686,Fenwick Tree;Priority Queue;interactive,3,Fenwick Tree;Monotonic Stack;Priority Queue;interactive;dsu
user1688,Max Flow;geometry;graph matchings,3,geometry;graph matchings;Max Flow;Distance Between Points;flows
user1701,Convex Hull;Distance Between Points;Max Flow;geometry;graph matchings,5,Orientation Test;Convex Hull;geometry;Max Flow;Distance Between Points
user1703,Max Flow;flows;graph matchings,3,Max Flow;graph matchings;flows;geometry;Dijkstra
user1713,geometry,1,flows;geometry;2D DP;shortest paths;DP on DAG
user1722,Polygon Area;flows;geometry,3,geometry;Polygon Area;Distance Between Points;flows;2-sat
user1731,Binary Search on Array;binary search;graphs;greedy;shortest paths;sortings;trees;two pointers,8,binary search;graphs;Binary Search on Array;shortest paths;trees
user1734,Binary Search on Answer;Binary Search on Array;binary search;two pointers,4,binary search;Binary Search on Array;two pointers;Fenwick Tree;Binary Search on Answer
user1739,,0,geometry;2D DP;Lazy Segment Tree;ternary search;Priority Queue
user174,,0,Orientation Test;geometry;Distance Between Points;flows;2-sat
user1751,,0,binary search;Binary Search on Answer;Binary Search on Array;geometry;greedy
